cell_type,Gene ID,ANK1,BIM/BCL2,CCDC124,CD105/ENG,CD110/MPL,CD117/KIT,CD34,CD36,CD38,CD41/ITGA2B,CD42/GP1BA,CD44,CD47,CD61/ITGB3,CD71/TFRC,CD9,CDK4,CDK6,CLU,CNRIP1,CTNNB1,CXCR4,DDB1,DHRS3,EIF4EBP1,ETS1,FHL1,FOG1/ZFPM1,FOXO3,GABPA,GATA1,GATA2,GFI1B,HIF1A,HPRT1,JAK2,KLF1,LOX,LSD1/KDM1A,MCL1,MEIS1,MYB,P27KIP1/CDKN1B,PIM1,RGS18,RUNX1,SDPR,SELP,SPI1,SRD5A3,TAL1,TGFB1,TMEM180/MFSD13A,TMOD1,TUBB2A,VWF,pc1,pc2
MEP,A3P1MEP-D11_a3p1,0,0,0,16.80300098,0,0,15.2152556,0,0,0,17.4278175,12.59094283,0,0,15.19283831,16.61810011,0,14.18621764,18.48891716,0,17.22865817,0,17.71036828,0,0,12.54235699,11.03551654,0,0,17.3736467,0,16.39747896,17.78266769,14.59580959,17.04164197,17.83341973,0,0,14.16503939,12.95188294,15.22677603,16.62514814,16.01677435,0,0,14.35407814,17.21159288,14.65951231,0,0,16.69982412,13.38105045,0,17.07979962,0,0,-2.5327441993689,-1.08144134071241
MEP,A3P1MEP-D12_a3p1,14.08987252,18.62031794,0,0,17.96685767,14.84868649,14.99730354,14.63697946,17.34937067,12.31378111,15.03579008,14.28076213,0,0,12.80206749,0,16.50574862,13.89618125,0,14.415989,16.08536192,16.75607736,15.19218536,0,13.47037644,0,13.92373989,15.79699382,0,16.88932393,13.46206618,14.16887561,15.48894492,14.51770975,15.40114357,17.31109773,15.12427366,0,13.3155666,14.61568566,0,13.44630003,15.14719853,18.52637208,0,13.68290773,0,0,0,0,16.46168673,12.49732744,16.42473089,0,17.35452684,0,2.98506964935081,0.713831878433767
MEP,A3P1MEP-D2_a3p1,0,0,16.16659311,15.60062477,17.98898453,15.73578255,14.62221163,0,18.14608055,15.40477693,17.93093482,14.91835677,16.71900881,0,12.03491993,0,0,15.85765103,16.13192261,14.96795577,15.79599111,0,18.14031037,0,16.28713877,0,13.58026591,0,0,16.67612247,16.20601443,13.70551686,15.79961727,14.65738921,17.97105106,19.20855567,0,0,14.88257122,15.98490756,15.71789268,15.30232904,14.75970398,0,0,14.47015858,16.8335697,0,17.02663266,17.40136319,14.98070991,12.86039509,16.71912255,0,0,0,0.561603883208892,-1.74770977347183
MEP,A3P1MEP-D3_a3p1,0,0,0,0,0,16.16695764,14.43622679,0,17.36444753,0,0,12.33922833,0,0,16.38641062,16.49292565,0,13.97452263,18.11289574,0,15.66831075,0,0,0,22.55409729,14.784746,13.03887156,0,0,17.07599597,0,17.47283177,16.26666479,15.2412675,0,16.6214613,0,0,14.25475595,14.76308656,0,13.27693521,15.71137727,0,0,15.69908903,0,0,0,0,0,13.17522732,17.64840153,0,0,0,-2.75324904051949,-0.248586937376695
MEP,A3P1MEP-D4_a3p1,0,0,0,0,0,0,16.16765363,0,18.65707614,0,17.49197715,14.44380582,0,0,15.90015209,0,17.87977765,13.51606812,0,0,0,0,16.69296492,0,0,0,12.72239029,0,0,16.62314327,0,17.72423891,16.08478493,0,17.82279547,0,0,0,16.18850132,17.11968496,0,15.64712096,0,29.67149468,0,16.25032001,0,0,16.01152775,0,0,14.17705285,0,0,16.04145545,0,-2.10378119637226,1.39183312033482
MEP,A3P1MEP-D5_a3p1,0,0,15.84288533,0,0,15.18989109,15.87395358,0,0,16.36004103,19.6130155,12.55942188,0,0,14.20547277,17.38334106,19.00749344,13.21626205,18.56044349,0,16.3556524,17.79866044,0,0,15.99126924,14.1230253,15.32912349,0,0,0,0,16.17249448,16.17973068,15.68124043,17.81665214,16.6822792,0,16.80638873,15.6863495,13.61633101,16.66619157,13.56615542,16.70044148,0,0,14.53627185,0,17.01438801,15.4896062,17.35804499,15.84779223,13.30359063,0,0,0,0,-2.07113240426406,-1.05263448632543
MEP,A3P1MEP-D6_a3p1,0,0,0,15.99622168,0,17.13590597,13.9369405,0,16.90655804,15.83266015,15.63434622,12.11247487,16.44210085,0,12.51696284,15.1091826,15.57718642,12.58767137,14.47330881,0,15.10738484,15.90597724,16.03345456,0,25.1022437,12.95462904,11.61566578,0,0,15.64309862,0,14.51658936,15.63162496,13.62641901,17.303676,19.20960419,0,0,15.48151643,13.53520889,0,12.63146679,15.76164729,0,0,13.10414224,0,0,13.3158528,15.72843358,15.85733083,13.10909103,0,0,17.72312081,0,-1.00791251376184,-0.652164409711872
MEP,A3P1MEP-D7_a3p1,13.19847808,18.75902507,0,15.86205287,0,12.6759462,15.79333892,11.57736163,17.63310266,12.86326339,0,12.78731263,16.81830143,0,10.90201887,0,0,12.80889966,17.38894672,13.26506526,14.84655764,16.555152,14.34152079,0,13.64638812,14.38779222,12.06252317,0,0,14.85321006,14.05817139,16.21473783,14.34372437,13.91896285,15.45106574,18.03970098,14.6245231,0,12.43616484,13.44159093,16.43631917,12.26552162,16.24417061,22.04578712,0,13.2565856,0,14.92139159,15.66912177,17.78249912,13.46101939,12.7763169,25.02220596,14.8163874,17.81491289,0,2.79954995780878,-0.025660664704491
MEP,A3P1MEP-D8_a3p1,12.47010871,0,15.47404603,0,0,15.56125335,0,13.52222633,0,13.00850845,21.5260135,16.37904322,16.26078481,0,13.02235623,0,19.52580257,13.14415594,0,14.1443424,15.60879498,0,16.05226645,0,15.03713038,0,0,14.47412653,0,16.59702012,14.06331622,15.02358465,0,16.38600726,16.163469,17.56894371,14.81664222,0,16.29997289,15.68141915,17.25286962,13.46817695,0,0,0,15.01451148,0,15.84716225,15.92120346,0,16.73263434,12.428233,0,14.79337631,0,0,2.58598599909638,1.4069082138305
MEP,A3P1MEP-D9_a3p1,0,0,0,16.28333293,18.37300875,15.87847535,13.98563099,0,19.00322153,0,17.12917549,12.90596684,0,0,15.94731107,15.65740129,0,12.9058325,16.60560072,0,16.47389615,0,17.78538552,0,15.25602296,13.26460727,12.21468401,0,15.89414669,16.93013448,0,16.54069342,15.9415235,14.18927184,17.90774357,17.24729387,0,0,14.63119767,14.73560634,0,13.87427307,0,0,0,14.78212546,0,15.72969217,13.31663116,16.75942696,0,13.47119665,0,0,0,16.65775164,-3.05441468704591,-1.39666709614482
MEP,A3P1MEP-E1_a3p1,13.65185232,18.8312803,0,16.57535134,0,15.53772356,18.33479134,13.34141059,17.59099245,12.46851478,17.78929724,14.87237971,0,0,13.6476918,0,0,13.87246573,17.57388501,14.94068897,15.67036334,0,16.55137726,12.13684414,0,15.26077846,14.5734793,15.84700407,0,0,15.42265246,13.99287808,17.07142479,0,0,0,0,0,13.9339649,15.5319353,16.06148227,13.53311191,16.6451734,19.82859726,15.07460338,13.82370604,15.44037459,13.94492127,16.36899472,0,14.10735145,13.37071841,16.56692833,0,0,0,2.78113684124508,-0.576080275427735
MEP,A3P1MEP-E10_a3p1,11.17633402,16.88017553,14.9952579,13.14317104,16.87020564,11.969234,14.36110807,10.75723688,15.7329033,10.48968957,15.21249434,13.37161105,0,0,10.72947646,0,14.98996813,12.41894552,14.17550955,11.09009442,14.53323786,0,13.62046506,15.59692249,12.37521674,13.95362161,0,13.23252138,0,16.14968041,14.38078233,14.21335652,0,13.66199474,13.8990262,16.41308014,14.23544722,0,11.89626771,12.52344465,14.99939092,11.27680933,0,19.75449188,0,12.30687067,0,0,14.69697297,15.34305126,13.42566071,11.45095317,14.54693738,14.77081238,0,0,4.38135302723025,1.73600130698426
MEP,A3P1MEP-E11_a3p1,13.05953147,18.84592707,0,20.732054,0,14.24643502,18.91330651,0,19.12923875,13.70812579,0,13.82394698,0,0,11.45463564,0,17.94391479,12.7716283,18.34204175,13.77061481,0,0,16.14211359,16.07390498,13.54992313,14.10800325,14.9225473,13.58920786,0,16.4061085,13.07471415,13.32180975,16.77664418,13.96529494,16.35822176,16.10809711,17.37005929,0,13.91626809,16.38345771,0,14.48536964,18.2612547,18.28331486,0,13.36082906,16.92127523,0,16.06395501,0,13.31451034,12.89620203,15.31950825,16.97582899,0,0,4.1963587191696,0.248493615554262
MEP,A3P1MEP-E12_a3p1,13.8959511,0,0,16.27629577,17.91241475,15.98151345,0,16.93896978,18.59723675,12.04930693,25.47765754,16.62064867,16.25301317,14.71623042,13.18247051,0,0,15.08897578,18.79999053,15.91629249,0,0,17.80184073,14.44385024,16.24522573,15.38948521,0,15.84660693,0,17.16560403,17.58064515,15.08150551,0,0,17.9409589,20.55331191,0,0,16.52866512,17.01382095,0,16.04054785,0,19.11494126,0,17.21112864,16.17575265,0,16.85682512,0,15.39142596,13.07130895,0,0,0,0,2.50487719549005,-0.123809912248132
MEP,A3P1MEP-E2_a3p1,0,0,0,16.7257743,19.87570463,16.29978481,14.0278311,0,0,0,17.6146401,12.95522772,0,0,15.22404555,16.64018689,0,15.05035885,16.95797368,0,16.60156517,16.45218529,18.28217409,0,0,13.40018534,14.6300463,0,0,17.34910694,0,0,16.2012994,0,18.7524829,19.56239288,0,0,16.85748684,11.78369374,15.04295854,13.79734092,16.48206063,19.60798138,0,15.1210213,0,0,0,0,16.85764616,13.83041476,0,0,0,16.7767317,-3.87410505311126,-1.82200623287586
MEP,A3P1MEP-E3_a3p1,12.61316182,0,0,0,17.63798951,13.48488882,14.99926877,14.93544536,17.41257363,0,22.27871211,14.23996796,15.96449129,0,11.97541941,16.85455045,16.75757328,13.38991725,19.05706893,12.77438272,15.9871206,0,16.1490544,17.95781618,14.15521267,14.47080077,12.78577143,0,0,17.81918291,14.31257182,14.40872363,16.92003692,16.12468954,17.78562761,16.95363365,0,0,12.83116493,12.40827714,0,12.48920559,13.67661218,0,0,13.23919646,14.99046867,13.869404,15.81705232,15.63212735,15.18474715,13.16209374,16.23095737,16.04214544,0,0,1.74288778894867,-0.570530602712051
MEP,A3P1MEP-E4_a3p1,0,0,0,16.32752701,16.59870061,13.80828446,13.87300934,15.22081702,17.97182067,0,15.59024653,14.6569783,0,0,13.46697347,0,0,13.01775524,16.502987,13.20948915,16.99175038,0,15.99846489,0,16.25702629,14.97259234,15.13312394,15.8739529,0,17.26322135,0,14.46727216,16.7669678,13.82284909,16.43033644,0,0,0,15.3935042,14.3608782,16.46673611,17.76113271,15.41060878,18.00057298,0,14.73612872,0,0,0,15.57963627,14.52721908,12.35005573,0,16.87813531,0,0,-0.080937850290392,-0.759227474872018
MEP,A3P1MEP-E5_a3p1,0,0,0,16.70518386,0,15.5367504,14.73245322,13.05981937,17.24660829,13.18987391,0,15.47864118,16.08841897,0,13.0473708,0,15.83942583,13.96844171,17.40846878,13.68890434,16.34164034,0,17.56484289,0,15.07354235,14.86735217,13.97624914,15.5760199,0,16.13918026,15.65694319,13.57805602,0,14.54301699,0,16.76235412,0,16.75159461,13.94019791,13.24059188,16.63515763,14.27672198,0,0,0,14.63270681,0,0,15.9486922,18.02061315,14.92289361,12.18968306,15.85091307,16.7793688,0,0,1.11010637198717,0.182458964287283
MEP,A3P1MEP-E6_a3p1,0,0,0,15.69279391,17.59236473,16.76871072,15.51278456,0,0,0,0,12.85955666,0,0,14.53472994,17.05872774,0,14.6840497,16.5448306,0,16.58604353,17.07454483,15.85850218,0,16.11641062,13.56294585,15.74828765,15.55210048,0,24.9156238,0,16.51047592,0,16.23203247,16.41673121,19.23201399,0,15.69119201,14.55884144,13.02840165,16.6699223,14.60152613,15.62894446,0,0,13.83864377,16.71017099,16.55611559,16.412467,0,0,14.14227784,0,0,26.28374954,0,-2.70256379628326,-2.11046206676516
MEP,A3P1MEP-E7_a3p1,13.93088662,0,0,14.18495839,0,13.34608045,14.33743124,15.08337556,16.68213321,14.5079499,22.4612755,15.27829766,16.20959423,0,10.71801115,0,15.56684984,12.17293063,19.11210763,13.05697196,14.83752062,17.58390196,15.58209239,0,13.80821819,14.41667731,14.22445995,14.59569815,0,15.88222218,16.29844475,15.01628686,0,14.32651012,15.17529033,15.66926964,0,0,13.06942338,12.87914598,0,12.1169968,14.45070546,19.5726806,0,13.7359703,0,0,0,16.17694616,13.59103601,12.6762581,0,14.13861938,0,0,2.67580595017639,0.498065307055656
MEP,A3P1MEP-E8_a3p1,13.36381874,25.50411314,0,0,18.07427151,17.08442328,15.84026182,15.87344983,17.23466242,11.73201189,0,15.87951294,0,0,11.78622491,0,0,14.10007558,16.7758999,13.19957203,16.88676739,0,16.86986368,15.19438131,16.28970557,0,15.55139921,14.90955493,0,0,15.70046533,14.37028491,16.86436665,15.96851835,16.31545689,16.39643394,15.82829456,0,14.99525447,15.10377888,0,14.95728025,0,18.31377717,0,14.28387143,15.68274996,0,16.67297897,15.48035389,15.9019963,12.74478472,18.26935722,16.63419762,26.01941088,0,4.15888977594042,0.273104158205853
MEP,A3P1MEP-E9_a3p1,0,0,0,16.4507371,16.58085064,17.22906551,15.81313529,0,0,0,15.43494584,13.71336255,0,0,16.69007263,16.58107063,0,13.28454903,16.51581494,0,17.5642348,0,17.60358718,0,0,14.83063451,15.94583458,0,0,15.70703118,0,15.7523021,16.29896971,0,16.80296548,17.65649862,0,0,14.25532078,0,15.91500714,14.65269985,16.90042875,19.2304593,17.55279067,16.42675282,0,0,16.491755,0,15.66680524,13.40937978,15.69510567,0,0,16.62472668,-2.71771393929246,-1.32557902617042
MEP,A3P1MEP-F1_a3p1,13.91065783,0,16.50648078,14.89202962,0,13.6425332,15.34083105,12.87978061,16.90695691,11.94090094,17.37372612,14.1597741,14.63804879,0,12.26255304,0,16.9590529,13.09127062,17.40203039,13.38900341,15.51566196,0,15.53393797,14.23533081,15.13410323,14.92111595,14.16384717,0,0,15.54075021,13.73877614,0,15.45572342,14.34131357,16.29556747,20.5122911,17.41793665,0,13.11850645,14.2601212,16.8054512,12.75815167,0,0,0,14.56367447,0,0,0,15.38321668,14.97355186,13.07710323,0,16.14626251,16.030665,0,3.63930620098348,0.883630927255254
MEP,A3P1MEP-F10_a3p1,0,17.43569201,0,15.59297447,0,14.95307074,15.42019548,0,0,0,15.47898721,12.70407637,0,0,15.663819,16.32317647,0,19.23588038,16.52261118,0,17.48254523,16.76557854,16.417007,0,17.25301523,13.61202768,15.86273258,0,0,0,0,0,16.93406056,15.98961481,0,17.71814696,0,15.74013989,15.47974401,15.72807051,0,15.0633676,15.14757956,0,0,13.5406455,0,13.52218024,16.37854847,16.81149354,0,13.70124192,16.31889766,0,0,0,-2.66719941175058,-1.16048528228567
MEP,A3P1MEP-F11_a3p1,0,0,0,0,0,0,15.47775741,0,0,0,19.55579245,16.45480943,0,0,15.46722284,0,0,14.41114295,0,0,16.09736279,0,0,0,17.63069214,14.56277943,0,0,0,0,0,0,16.613035,17.47918386,0,17.94583727,0,0,16.58521678,14.95843462,0,16.36594374,0,18.74618002,0,15.04459044,0,14.41436285,15.11989619,0,15.77542309,14.78446313,0,0,18.70949834,0,-2.85966894033342,0.840591834268333
MEP,A3P1MEP-F12_a3p1,12.19692623,0,16.11340726,15.82560932,0,13.73062291,16.83099782,14.15806852,20.81618864,12.23118289,21.73666059,15.15985696,17.48939637,0,11.70360498,0,15.91265302,12.87401808,0,13.74837948,0,0,16.35762021,0,14.7200327,14.96723986,0,15.16456613,0,0,13.1810036,16.54847785,14.39517393,15.24627535,17.11371989,18.21530126,16.41758238,0,14.26750749,14.87426697,0,13.4109679,0,19.92534898,0,14.03713448,0,0,0,16.03320662,13.51688215,12.8119594,15.97550839,15.09961281,0,0,3.76175626544009,1.47979843510054
MEP,A3P1MEP-F2_a3p1,0,0,0,14.78586761,17.28861174,14.89476676,14.09330735,0,0,0,17.23619098,14.45680163,0,0,16.51443482,0,25.62900345,13.9469591,14.77109908,0,0,0,0,0,14.79621576,14.31427809,13.09725892,0,0,17.04289308,0,18.14968121,15.87153014,13.89308312,17.13466593,17.75672868,0,0,14.14736027,13.21625566,16.20206428,17.05631808,0,0,0,13.38465478,0,16.15200607,14.72928949,16.43805109,15.60733372,13.81422139,0,16.28934857,17.86649052,14.06679321,-1.94181870007966,-0.1711342412556
MEP,A3P1MEP-F3_a3p1,15.27928324,0,0,17.51869589,17.17330663,17.69298242,14.42743905,14.18241809,19.03985095,12.63303631,16.57018535,15.91142419,0,12.77856294,14.77667292,0,0,14.355988,0,16.391774,16.49116171,0,18.23935302,12.27992279,14.87284977,0,0,15.92257065,0,17.24080468,14.61953554,15.85068572,16.92489788,16.66407815,18.26145562,17.164009,16.35944316,15.26994655,14.4288338,13.46548173,0,18.94387852,16.91109924,22.40896741,0,13.81980806,0,13.78939782,0,15.83066738,14.84340006,12.16122322,0,0,0,0,2.74620804311514,-0.435640645494444
MEP,A3P1MEP-F4_a3p1,13.0678235,16.49337897,16.16279288,16.45425062,0,14.21497825,16.92463276,17.18139351,17.81724362,11.55852034,15.80451183,15.18463039,16.81582251,0,13.9683876,0,0,13.44460261,18.0326447,13.48167003,0,0,16.23780447,13.11128904,0,0,15.3113145,0,18.81181204,15.17601632,15.42108364,16.39011106,17.04014247,15.4206305,16.19143423,17.00268363,17.42718334,0,13.15093063,14.24645834,0,12.91645227,15.95621455,0,0,13.98142768,0,0,0,16.9005284,14.99444597,12.43830846,16.08820027,15.48961247,0,0,3.87435359687732,1.08386673037489
MEP,A3P1MEP-F5_a3p1,15.04933717,0,0,0,17.33468185,16.19309785,15.31135731,0,19.49579621,14.50607401,14.70855583,0,0,0,15.81471237,0,0,15.72660716,18.28181755,14.59321066,16.51667897,0,0,15.58795829,17.44338434,15.25590046,15.74412492,0,0,0,16.71483547,14.7955892,15.87319929,14.56326128,17.31322682,0,0,16.71472133,15.66745023,13.53376368,0,14.77930195,0,0,0,13.26582942,0,0,0,0,15.0900773,13.22063882,15.69505121,0,0,0,0.332274033247158,0.987866855639385
MEP,A3P1MEP-F6_a3p1,0,0,0,0,0,15.43962115,14.0233945,0,18.61616513,0,17.57196561,12.9720861,15.89719323,0,0,17.32968943,0,17.43138475,16.9909255,0,17.82065457,0,0,0,16.13111339,12.89564099,14.31685773,0,0,15.90610842,0,17.82729895,15.64246325,16.32576558,18.3493864,17.87227746,0,16.7296251,16.49126147,14.81557858,0,16.17847832,0,0,0,14.74537352,0,16.63249095,0,16.72339309,16.85563447,13.31498193,0,0,24.6384426,0,-2.98838749271307,-0.787222762992093
MEP,A3P1MEP-F7_a3p1,0,0,0,15.5215277,0,14.98655442,13.91275666,0,0,0,26.64215674,12.95155331,0,0,0,17.09306106,0,13.06690179,16.9085699,0,15.67106162,0,17.61630387,0,15.94671768,14.71598134,12.10868725,0,0,16.99277955,0,15.36287365,14.73606439,14.8648446,0,16.80358215,0,0,16.49821703,14.19694017,0,13.94136172,16.60634297,19.61369966,0,16.27521202,0,13.80815431,14.48421665,16.7382542,23.55868394,13.91298302,0,16.79699045,27.16389073,0,-1.39676431298802,-0.77306705240167
MEP,A3P1MEP-F8_a3p1,15.06686295,0,0,15.38327189,0,12.1346742,17.33307857,13.44827353,0,14.185536,0,14.95918586,0,0,11.10492441,17.44491764,19.5488547,12.88113288,16.25880056,12.41480649,0,0,15.51445962,13.7729124,14.36055604,13.6849982,14.82815673,15.98230416,0,22.5054116,15.60507037,12.23766805,17.1794518,16.72152132,17.19082691,17.05868666,0,0,13.53002749,15.93133662,0,13.01689538,16.43249314,0,0,13.9028219,0,0,16.34580557,17.08736717,12.60905571,13.43081186,0,0,0,0,2.10148402051789,0.566869181599204
MEP,A3P1MEP-F9_a3p1,0,0,0,16.30163187,0,17.01984739,14.10403812,0,18.89009844,0,24.5969064,12.41186889,0,0,0,16.25388057,0,14.69387356,15.51080387,0,14.82312493,17.15970144,16.67273845,0,0,12.17871028,12.43820217,15.84855524,0,17.30098624,0,15.3465363,15.63760102,15.10984915,16.67206896,17.4188869,0,16.53162872,14.33692468,12.91355242,16.88358279,14.06073194,15.57718878,0,0,14.83176547,0,16.60979643,13.9113834,0,17.89712757,12.56793514,0,0,0,0,-2.90290851873907,-0.953806753121809
MEP,A3P1MEP-G1_a3p1,14.75042995,0,0,16.39108598,0,14.60143008,15.17752967,14.47841998,18.23776968,13.27916316,15.7663953,13.83791451,16.25108036,0,12.55298831,0,16.77017271,14.14435167,17.69748899,12.624076,14.63614239,0,15.29313363,13.59915049,14.96260289,14.53012574,12.96569723,15.62603123,0,0,13.98367752,15.6834534,15.02759652,13.81394857,17.28830647,16.2504817,0,0,13.20148835,14.0154711,16.96060707,13.3750945,0,0,0,12.89738779,0,13.13979147,16.04415347,16.67816669,14.00518244,12.68581106,0,16.68097686,0,0,2.65937965032703,0.257803711937436
MEP,A3P1MEP-G10_a3p1,0,0,0,15.08441524,16.73817895,17.26653925,13.83950519,0,0,16.13101744,21.22940277,11.51589098,0,0,0,0,0,13.92932326,16.60922343,0,15.00970695,16.99390104,16.74792164,0,15.43727823,12.15695692,14.09238815,0,0,24.85733499,0,0,14.90995118,13.86374607,0,17.2800353,0,0,14.64554953,13.04641728,16.72153709,16.81200231,14.55882053,0,0,13.5156855,17.19657294,16.78236257,14.75119142,16.81804304,0,12.75952815,0,0,16.61986638,0,-2.12136706084609,-0.707406265802247
MEP,A3P1MEP-G11_a3p1,12.97022795,0,15.7443627,16.89083069,17.25923658,13.2426508,17.45019875,14.64438174,16.73369908,12.62026421,17.30328571,14.74600858,16.42242182,0,12.38249943,0,15.07537975,13.72323982,19.40894848,13.79307194,15.44549778,17.8627374,15.29458373,15.05779362,14.24793398,0,13.56130402,16.07612974,0,19.65211019,13.90388798,13.25558596,0,14.3609776,15.44113774,16.93736098,17.34422893,0,13.27048817,15.2319443,0,12.20987809,17.54295237,0,18.79529039,13.61455014,13.28106311,0,0,0,13.95114175,13.18932012,15.4291405,16.67967968,18.12410886,0,4.73606823395547,-0.022753439048059
MEP,A3P1MEP-G12_a3p1,0,0,16.24572999,0,0,15.60076036,13.9069955,0,0,15.81179522,0,11.9846103,17.24609434,0,16.79189516,17.82215752,0,14.02327851,19.40263389,0,16.9808766,0,17.15375351,0,16.41320303,12.70220148,14.06305731,0,0,17.66740047,0,18.06289546,0,15.21406958,18.39032669,18.27574605,0,22.00310454,14.38675193,15.07477786,16.83360498,18.44447957,0,0,0,14.37431639,0,0,15.75305237,0,17.44466051,13.86065522,16.44544725,17.08937639,0,0,-1.27974484700309,-0.666397375855048
MEP,A3P1MEP-G2_a3p1,0,19.20275935,15.73220806,0,0,16.90246013,15.98455029,0,0,15.46598268,18.55982463,14.08601285,16.47341898,0,16.29797341,0,16.8141284,13.19728019,16.94615943,0,17.91820746,0,0,0,0,0,13.57421915,15.62678759,0,14.84731634,0,17.80801084,0,0,18.23374916,0,0,0,14.89702473,15.74948185,0,16.77304042,0,0,0,17.89540706,0,0,17.7449749,0,0,13.33022212,0,0,0,0,-2.02295812363916,0.948475518262086
MEP,A3P1MEP-G3_a3p1,0,0,0,0,18.04758912,15.47267441,15.56445103,0,18.46609089,0,0,0,0,0,12.72843623,0,0,13.85057741,16.39454066,14.24740825,16.24459387,0,16.70086525,16.35579873,18.03334622,0,12.98578666,0,12.9703723,0,16.5181259,14.05914329,15.24030257,0,17.99624135,0,0,0,14.33762735,15.04973528,0,14.88568921,0,19.54989398,0,14.13718547,0,0,15.31211505,16.72070329,16.89678476,14.33788685,16.15176485,0,0,0,0.990340983024467,1.05252597944336
MEP,A3P1MEP-G4_a3p1,13.19494472,0,15.87336492,0,0,14.84359246,16.12699955,14.85956114,16.71823842,12.75433013,0,15.76721139,15.08503831,0,13.23156448,0,0,13.96805254,17.4929276,13.38815573,15.8294561,0,15.80153965,0,0,0,0,0,0,22.36241303,15.08569937,17.30602751,15.88290981,0,15.95066853,17.25332221,16.27044381,0,15.01379693,14.81084555,16.93920209,13.77253536,0,0,0,15.05341727,17.30369848,17.25444706,0,16.92160643,15.90462868,12.78080449,0,15.37728055,0,0,2.64672953341604,0.241519665190963
MEP,A3P1MEP-G5_a3p1,0,0,0,0,0,17.24365985,0,0,0,0,0,15.91926605,0,0,0,0,0,13.90562826,18.1902312,0,0,0,17.85384436,0,16.941767,14.91793944,0,0,0,17.61442142,0,14.94260008,0,0,0,0,0,0,16.72370851,17.77013549,0,14.95584213,0,0,0,0,0,0,0,0,0,15.18203051,0,0,17.74294342,0,-2.7435297933469,3.22076593348872
MEP,A3P1MEP-G6_a3p1,0,0,0,19.48332411,16.25722847,15.91981446,13.32927397,0,0,0,17.95982657,12.9841679,15.52445092,0,15.47115111,15.18348389,16.88669697,13.85684322,18.25682825,0,17.66173335,0,17.61118808,0,15.24910602,13.52243737,14.02841183,0,0,0,0,17.85842877,14.77712422,15.63272943,18.05527128,16.9105586,0,0,15.55944025,15.88103664,0,16.68240593,15.88004954,0,0,13.06587254,0,15.01062245,14.55467444,0,16.76288779,12.40942247,0,0,0,0,-2.23949808378648,-1.24084657960985
MEP,A3P1MEP-G7_a3p1,0,0,0,15.59567944,0,14.30441096,14.12595564,0,19.90075983,0,16.87806433,11.90133378,0,0,16.62118685,17.20928933,15.62517363,14.01223675,0,0,0,17.86511982,16.44012346,0,16.28869817,13.52884821,0,0,0,16.97459579,0,15.67010933,14.7866067,15.70080225,15.8755832,17.56004886,0,16.25275981,16.29795666,14.80917847,15.48965755,14.01324816,18.55900035,0,0,13.6758617,0,14.93053474,14.9295377,0,17.05516958,14.2116086,25.35706177,0,0,0,-1.68293525213132,-0.757293163509235
MEP,A3P1MEP-G8_a3p1,0,0,0,0,0,15.31236847,14.4084445,0,20.05334472,0,16.44973776,13.60265204,0,0,15.20787594,15.56268023,0,12.93837015,15.92890213,0,0,17.95189163,0,0,14.17178943,14.78820015,14.85891981,0,0,17.89194228,0,16.87393355,16.85960405,0,15.92444097,18.68712459,0,0,14.88382799,14.34783835,0,16.78573181,16.45140822,0,0,15.72307871,0,0,0,0,16.8683283,12.84821914,0,15.68616182,0,16.42868085,-2.84621781069974,-0.304808370961144
MEP,A3P1MEP-G9_a3p1,0,0,0,16.04998607,17.7159569,14.58833627,13.67003336,0,0,0,16.2730134,12.1971702,0,0,16.58116695,0,0,14.97256328,15.3439842,0,16.19825192,16.89770647,15.97458556,0,16.17399315,14.39637111,13.91716081,0,0,25.40851173,0,16.29083571,15.72415755,13.54390486,17.84285045,0,0,16.61638886,14.53610553,14.2369889,0,14.22691452,17.17901,0,0,13.90136089,0,13.32835589,14.54371436,0,16.49869222,13.08938364,0,0,0,0,-2.62190344984138,-0.994482043123144
MEP,A3P1MEP-H1_a3p1,0,0,0,13.83937931,0,13.46379129,12.97704487,0,0,0,14.72992544,11.38614305,0,0,14.04153415,15.20185603,0,12.55595553,17.06361892,0,15.55079457,0,14.63755974,0,0,12.94007143,0,0,0,0,0,0,13.65265517,13.57400321,0,18.43103088,0,0,13.31516149,19.72536524,16.08132541,15.5276602,0,0,0,12.50480043,0,15.80338141,14.85192558,0,21.87665128,12.39268077,0,0,0,0,-4.01127060811685,0.880891905054668
MEP,A3P1MEP-H10_a3p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36988556872781,12.4460614649091
MEP,A3P1MEP-H11_a3p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36988556872781,12.4460614649091
MEP,A3P1MEP-H12_a3p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36988556872781,12.4460614649091
