Gene ID,pc1,pc2
A1P1MEP-F2_a1p1,2.66001099840363,0.337659654040576
A1P1MEP-F3_a1p1,-2.05387827457444,-2.95984266023941
A1P1MEP-F4_a1p1,-2.24723311914511,-1.37287387501446
A1P1MEP-F5_a1p1,-3.51083003610375,-0.477137686802151
A1P1MEP-F6_a1p1,4.70269240805395,-1.52538281630363
A1P1MEP-F7_a1p1,-0.374337338403889,-2.54741910222386
A1P1MEP-F8_a1p1,-2.62281024828822,-2.97278707426495
A1P1MEP-F9_a1p1,0.869261041037944,-1.97884705004426
A1P1MEP-G1_a1p1,-1.06382400129557,-7.98406316263612
A1P1MEP-G10_a1p1,-1.31540287593712,-2.85151534105849
A1P1MEP-G11_a1p1,-2.50577978457669,-2.54781198946195
A1P1MEP-G12_a1p1,-2.05169233815051,-4.11772631734895
A1P1MEP-G2_a1p1,-0.423621278618251,-2.14786688005388
A1P1MEP-G3_a1p1,-2.82214221347064,-1.21201341645441
A1P1MEP-G4_a1p1,-1.78315883739878,-1.53674199933003
A1P1MEP-G5_a1p1,-1.43323959199298,-4.14914225467361
A1P1MEP-G6_a1p1,-2.79593086128683,-4.85615864883011
A1P1MEP-G7_a1p1,-1.04416319559662,-3.24399544292389
A1P1MEP-G8_a1p1,-2.11168343217502,-1.58829910939109
A1P1MEP-G9_a1p1,-0.841358080673403,-2.34898542115104
A1P1MEP-H1_a1p1,-3.64855446241735,5.78335118080374
A1P1MEP-H10_a1p1,-1.37102818798645,-5.01727545569524
A1P1MEP-H11_a1p1,-0.484958470365444,-8.66808592474806
A1P1MEP-H12_a1p1,-1.50610760687327,-8.68846007492789
A1P1MEP-H2_a1p1,-1.39567691281197,-5.10073840265221
A1P1MEP-H3_a1p1,8.37661259813334,-5.50955143475319
A1P1MEP-H4_a1p1,-2.24273911277911,-5.84148022590388
A1P1MEP-H5_a1p1,-2.35967109798269,-6.67540764221849
A1P1MEP-H6_a1p1,7.64284925115237,-4.93691971653927
A1P1MEP-H7_a1p1,9.3486039115793,-1.65340843790541
A1P1MEP-H8_a1p1,5.97404072697336,-7.18422203297621
A1P1MEP-H9_a1p1,-2.7386473606664,0.102390680878562
A2P1MEP-A1_a2p1,2.63639405275669,1.33665299052647
A2P1MEP-A10_a2p1,-0.769535968119798,6.48396260826893
A2P1MEP-A11_a2p1,-1.73788710534239,-0.436594674278818
A2P1MEP-A12_a2p1,1.67937398830706,1.87796244376408
A2P1MEP-A2_a2p1,-2.612906277026,2.42214620294138
A2P1MEP-A3_a2p1,3.82744674397323,3.1431691409556
A2P1MEP-A4_a2p1,3.54528880092229,1.62561223247942
A2P1MEP-A5_a2p1,4.09800204535627,-0.889825406317118
A2P1MEP-A6_a2p1,-3.18396912182791,2.17313569456922
A2P1MEP-A7_a2p1,1.50254341710549,-1.10164637172118
A2P1MEP-A8_a2p1,3.78443055672096,1.75950602539174
A2P1MEP-A9_a2p1,2.54299798738115,1.48963484297495
A2P1MEP-B1_a2p1,-1.40303787836842,-1.21800627340869
A2P1MEP-B10_a2p1,-1.90962755838885,-0.02905894350324
A2P1MEP-B11_a2p1,-0.965212160329681,-0.092086098199427
A2P1MEP-B12_a2p1,0.825738598399722,2.99841087646569
A2P1MEP-B2_a2p1,2.30282476789492,2.9360279455043
A2P1MEP-B3_a2p1,1.108103783036,0.082626555996785
A2P1MEP-B4_a2p1,4.2507303355503,1.67042474028162
A2P1MEP-B5_a2p1,4.77108515484968,1.40698618785956
A2P1MEP-B6_a2p1,-2.57743092371629,-0.199443937817797
A2P1MEP-B7_a2p1,-1.65237002438453,0.075140576326994
A2P1MEP-B8_a2p1,-2.56923209279148,1.94363442316493
A2P1MEP-B9_a2p1,1.20384036785184,2.45905098497296
A2P1MEP-C1_a2p1,1.12272367455443,0.966473180573787
A2P1MEP-C10_a2p1,1.7674878675536,1.97947279438007
A2P1MEP-C11_a2p1,1.69918633510676,2.29326400280105
A2P1MEP-C12_a2p1,1.56373297224457,4.46175482589358
A2P1MEP-C2_a2p1,1.92289986604199,0.764393665792042
A2P1MEP-C3_a2p1,3.20741176431314,1.60819238179158
A2P1MEP-C4_a2p1,-1.26816645716071,1.23981008919208
A2P1MEP-C5_a2p1,2.1754275543338,1.04284685194404
A2P1MEP-C6_a2p1,1.46975669077761,1.24887452313571
A2P1MEP-C7_a2p1,4.46474709666537,2.30053463105904
A2P1MEP-C8_a2p1,-2.99398113962176,0.753086566164667
A2P1MEP-C9_a2p1,-2.27215001080347,0.927009863485542
A2P1MEP-D1_a2p1,3.94565493784774,1.3952584559042
A2P1MEP-D10_a2p1,1.78103686956729,1.78475501374649
A2P1MEP-D11_a2p1,2.71712070382751,1.56338620114855
A2P1MEP-D2_a2p1,-1.44714187747666,0.572489408653178
A2P1MEP-D3_a2p1,-2.9746784117524,2.21207641592983
A2P1MEP-D4_a2p1,2.46596768733324,1.70498907983277
A2P1MEP-D5_a2p1,2.53008416502524,3.07662484549803
A2P1MEP-D6_a2p1,3.38310511384329,1.95811036481233
A2P1MEP-D7_a2p1,-2.11564242485442,0.658378658169335
A2P1MEP-D8_a2p1,-1.16968674639779,0.970971170968916
A2P1MEP-D9_a2p1,-0.387402859578151,3.32052814690653
A2P1MEP-E1_a2p1,2.80836496947151,0.990726169964835
A2P1MEP-E10_a2p1,1.55597268799834,3.22733119861474
A2P1MEP-E11_a2p1,-2.24911092675106,1.9713152402833
A2P1MEP-E2_a2p1,4.30912938795406,2.01327817325624
A2P1MEP-E3_a2p1,0.235016267436594,0.268756452497157
A2P1MEP-E4_a2p1,1.79358182616549,3.61465570679625
A2P1MEP-E5_a2p1,1.35143025825987,1.44890493688023
A2P1MEP-E6_a2p1,0.912176629870998,2.38323717386808
A2P1MEP-E7_a2p1,1.9519528757633,1.9704506810831
A2P1MEP-E8_a2p1,-1.78930437443784,-0.136414598371899
A2P1MEP-E9_a2p1,1.57345065500549,4.56066148188851
A2P1MEP-F1_a2p1,-0.717126062462265,0.623474020072293
A2P1MEP-F10_a2p1,0.215083543536171,0.970879217129178
A2P1MEP-F11_a2p1,-1.41798025292561,1.27530909011658
A2P1MEP-F12_a2p1,-0.946110555278678,1.06581194230835
A2P1MEP-F2_a2p1,-2.23695332975488,0.405056362499374
A2P1MEP-F3_a2p1,-2.76310830691095,1.66766065621111
A2P1MEP-F4_a2p1,-3.64703420801381,0.621640716802302
A2P1MEP-F5_a2p1,3.72243459525049,0.683480455590931
A2P1MEP-F6_a2p1,-4.05090253073662,12.1556742239237
A2P1MEP-F7_a2p1,3.21304146284456,0.955609978848467
A2P1MEP-F8_a2p1,1.46665293895645,3.13780607133533
A2P1MEP-F9_a2p1,3.20146784895685,1.43064355496752
A2P1MEP-G1_a2p1,2.60736461946492,0.554207493229368
A2P1MEP-G10_a2p1,-2.15255730617292,-0.038248344923927
A2P1MEP-G11_a2p1,-2.38654137447759,1.00010832439826
A2P1MEP-G12_a2p1,-3.80337118926075,3.07721864190182
A2P1MEP-G2_a2p1,1.07865437437793,2.33815781887712
A2P1MEP-G3_a2p1,-0.770212832293045,-1.01729899787632
A2P1MEP-G4_a2p1,-0.182133364414447,2.72017156197119
A2P1MEP-G5_a2p1,3.49612688574519,2.74851631417624
A2P1MEP-G6_a2p1,-2.62667242540733,2.20989964050483
A2P1MEP-G7_a2p1,-2.27320908735573,0.466098100269342
A2P1MEP-G8_a2p1,-2.25385203830778,0.712470736785241
A2P1MEP-G9_a2p1,2.56889135420737,2.75457576554544
A2P1MEP-H1_a2p1,-0.859785953472535,0.27038567944617
A2P1MEP-H10_a2p1,0.498876207707528,0.836139381666628
A2P1MEP-H11_a2p1,-2.98991253414967,-0.455802835101268
A2P1MEP-H12_a2p1,1.8596615047325,3.770967407187
A2P1MEP-H2_a2p1,-1.70595789127781,-1.02567451390316
A2P1MEP-H3_a2p1,-0.217903302209046,0.03065725915556
A2P1MEP-H4_a2p1,3.0453905571052,2.03161084698032
A2P1MEP-H5_a2p1,1.33392915949499,3.24165075442023
A2P1MEP-H6_a2p1,-2.28101183478278,0.669354547700507
A2P1MEP-H7_a2p1,-0.365999917234816,1.0705350873382
A2P1MEP-H8_a2p1,4.60107936830916,2.44509346692718
A2P1MEP-H9_a2p1,2.69581599510108,1.03118097897684
A3P1MEP-A1_a2p3,0.149746327883918,2.37701212665841
A3P1MEP-A2_a2p3,-3.01891484644213,2.79703720017097
A3P2MEP-A1_a2p3,-2.58849983058559,0.103467545530246
A3P2MEP-A2_a2p3,2.5699541091107,0.730039162391139
A3P1MEP-A10_a3p1,2.06427323921618,-2.25121438836992
A3P1MEP-A11_a3p1,-0.626765644233746,-0.450325178088286
A3P1MEP-A12_a3p1,-1.86411482862186,-3.06704032207417
A3P1MEP-A3_a3p1,2.67373891085991,-0.223485877249431
A3P1MEP-A4_a3p1,-1.87239531888847,-1.06899856078088
A3P1MEP-A5_a3p1,-3.7299212249049,0.655859210722938
A3P1MEP-A6_a3p1,1.98526919763892,-0.145335924390765
A3P1MEP-A7_a3p1,-2.57485477617803,2.46134261624436
A3P1MEP-A8_a3p1,-1.91438799537727,-1.19605606571139
A3P1MEP-A9_a3p1,4.60518099544411,-0.116957912303678
A3P1MEP-B1_a3p1,3.14094045505372,2.64034888261612
A3P1MEP-B10_a3p1,4.51890436034749,0.026644049869363
A3P1MEP-B11_a3p1,-1.25266542680595,-2.03868583627211
A3P1MEP-B12_a3p1,-2.66004864185986,-1.91150633360451
A3P1MEP-B2_a3p1,2.8503328671659,-0.905002741946703
A3P1MEP-B3_a3p1,-1.54929781295513,-1.30121179533896
A3P1MEP-B4_a3p1,-0.660477941422363,-0.80747306863082
A3P1MEP-B5_a3p1,-2.52545424834616,-0.944272861371818
A3P1MEP-B6_a3p1,1.24597589065851,-0.457719879987051
A3P1MEP-B7_a3p1,-2.28414047482199,-2.00048418683943
A3P1MEP-B8_a3p1,2.5827231611834,0.022737632009086
A3P1MEP-B9_a3p1,-2.00488606937211,-0.986390192613216
A3P1MEP-C1_a3p1,-3.28412216790931,0.671544865531497
A3P1MEP-C10_a3p1,-0.123163740500747,-0.809827360844656
A3P1MEP-C11_a3p1,-0.491774670964103,-2.13439991433653
A3P1MEP-C12_a3p1,-2.43406315001917,-1.53232983127674
A3P1MEP-C2_a3p1,3.40232737812172,0.407176095474649
A3P1MEP-C3_a3p1,-1.79676176785996,-1.36735194531943
A3P1MEP-C4_a3p1,-1.81742948938664,-0.451429412234656
A3P1MEP-C5_a3p1,-2.38608532387334,-0.991240583899629
A3P1MEP-C6_a3p1,3.12530007075507,-0.449769609905332
A3P1MEP-C7_a3p1,-2.28645019155965,-0.164180340663399
A3P1MEP-C8_a3p1,2.0965610272606,-0.131810564448443
A3P1MEP-C9_a3p1,3.72863380505169,-0.187405500052614
A3P1MEP-D1_a3p1,-0.320545961272437,-0.142080118074553
A3P1MEP-D10_a3p1,-1.21097993748917,-0.493825719820373
A3P1MEP-D11_a3p1,-2.5327441993689,-1.08144134071241
A3P1MEP-D12_a3p1,2.98506964935081,0.713831878433767
A3P1MEP-D2_a3p1,0.561603883208892,-1.74770977347183
A3P1MEP-D3_a3p1,-2.75324904051949,-0.248586937376695
A3P1MEP-D4_a3p1,-2.10378119637226,1.39183312033482
A3P1MEP-D5_a3p1,-2.07113240426406,-1.05263448632543
A3P1MEP-D6_a3p1,-1.00791251376184,-0.652164409711872
A3P1MEP-D7_a3p1,2.79954995780878,-0.025660664704491
A3P1MEP-D8_a3p1,2.58598599909638,1.4069082138305
A3P1MEP-D9_a3p1,-3.05441468704591,-1.39666709614482
A3P1MEP-E1_a3p1,2.78113684124508,-0.576080275427735
A3P1MEP-E10_a3p1,4.38135302723025,1.73600130698426
A3P1MEP-E11_a3p1,4.1963587191696,0.248493615554262
A3P1MEP-E12_a3p1,2.50487719549005,-0.123809912248132
A3P1MEP-E2_a3p1,-3.87410505311126,-1.82200623287586
A3P1MEP-E3_a3p1,1.74288778894867,-0.570530602712051
A3P1MEP-E4_a3p1,-0.080937850290392,-0.759227474872018
A3P1MEP-E5_a3p1,1.11010637198717,0.182458964287283
A3P1MEP-E6_a3p1,-2.70256379628326,-2.11046206676516
A3P1MEP-E7_a3p1,2.67580595017639,0.498065307055656
A3P1MEP-E8_a3p1,4.15888977594042,0.273104158205853
A3P1MEP-E9_a3p1,-2.71771393929246,-1.32557902617042
A3P1MEP-F1_a3p1,3.63930620098348,0.883630927255254
A3P1MEP-F10_a3p1,-2.66719941175058,-1.16048528228567
A3P1MEP-F11_a3p1,-2.85966894033342,0.840591834268333
A3P1MEP-F12_a3p1,3.76175626544009,1.47979843510054
A3P1MEP-F2_a3p1,-1.94181870007966,-0.1711342412556
A3P1MEP-F3_a3p1,2.74620804311514,-0.435640645494444
A3P1MEP-F4_a3p1,3.87435359687732,1.08386673037489
A3P1MEP-F5_a3p1,0.332274033247158,0.987866855639385
A3P1MEP-F6_a3p1,-2.98838749271307,-0.787222762992093
A3P1MEP-F7_a3p1,-1.39676431298802,-0.77306705240167
A3P1MEP-F8_a3p1,2.10148402051789,0.566869181599204
A3P1MEP-F9_a3p1,-2.90290851873907,-0.953806753121809
A3P1MEP-G1_a3p1,2.65937965032703,0.257803711937436
A3P1MEP-G10_a3p1,-2.12136706084609,-0.707406265802247
A3P1MEP-G11_a3p1,4.73606823395547,-0.022753439048059
A3P1MEP-G12_a3p1,-1.27974484700309,-0.666397375855048
A3P1MEP-G2_a3p1,-2.02295812363916,0.948475518262086
A3P1MEP-G3_a3p1,0.990340983024467,1.05252597944336
A3P1MEP-G4_a3p1,2.64672953341604,0.241519665190963
A3P1MEP-G5_a3p1,-2.7435297933469,3.22076593348872
A3P1MEP-G6_a3p1,-2.23949808378648,-1.24084657960985
A3P1MEP-G7_a3p1,-1.68293525213132,-0.757293163509235
A3P1MEP-G8_a3p1,-2.84621781069974,-0.304808370961144
A3P1MEP-G9_a3p1,-2.62190344984138,-0.994482043123144
A3P1MEP-H1_a3p1,-4.01127060811685,0.880891905054668
A3P1MEP-H10_a3p1,-4.36988556872781,12.4460614649091
A3P1MEP-H11_a3p1,-4.36988556872781,12.4460614649091
A3P1MEP-H12_a3p1,-4.36988556872781,12.4460614649091
A3P1MEP-H2_a3p1,-0.403356052876493,0.158204857154867
A3P1MEP-H3_a3p1,-3.24294372172911,0.231995719269228
A3P1MEP-H4_a3p1,-1.59634507357642,-1.19324311894309
A3P1MEP-H5_a3p1,-3.02217488265689,-0.118412830278717
A3P1MEP-H6_a3p1,-4.36988556872781,12.4460614649091
A3P1MEP-H7_a3p1,-4.36988556872781,12.4460614649091
A3P1MEP-H8_a3p1,-4.36988556872781,12.4460614649091
A3P1MEP-H9_a3p1,-4.36988556872781,12.4460614649091
A1P2MEP-A1_a1p2,-3.80830171619215,-0.050650549055598
A1P2MEP-A10_a1p2,2.3142144018555,-2.73908285257925
A1P2MEP-A11_a1p2,-2.84952346281777,-0.940727211826911
A1P2MEP-A12_a1p2,0.499771221688109,-0.90054514418916
A1P2MEP-A2_a1p2,5.01518935803076,-1.47188174192141
A1P2MEP-A3_a1p2,-3.0862992270803,-0.842904077306062
A1P2MEP-A4_a1p2,-1.72680931451841,-0.818325178735233
A1P2MEP-A5_a1p2,-2.78300253279567,-1.02744610495407
A1P2MEP-A6_a1p2,-2.02279260192734,-2.48797282760563
A1P2MEP-A7_a1p2,-1.93065073225416,-3.24517566757888
A1P2MEP-A8_a1p2,-2.96486162487785,-2.34502338694592
A1P2MEP-A9_a1p2,-1.86047796415265,-2.9310295188092
A1P2MEP-B1_a1p2,-2.95857853321199,-1.93173112327172
A1P2MEP-B10_a1p2,-2.06138068223029,-2.19707312628157
A1P2MEP-B11_a1p2,-0.952251318043272,-1.67044373129229
A1P2MEP-B12_a1p2,-3.18807445820421,-1.63481475614802
A1P2MEP-B2_a1p2,-0.44169539825791,-2.17756739176335
A1P2MEP-B3_a1p2,-3.29436439496462,0.599023210200002
A1P2MEP-B4_a1p2,0.996666710364548,-2.55075840048886
A1P2MEP-B5_a1p2,-2.88905545796977,-1.26582572770111
A1P2MEP-B6_a1p2,-3.55985318182724,5.16892130739844
A1P2MEP-B7_a1p2,2.6018393096291,-1.76333348713992
A1P2MEP-B8_a1p2,-1.67259250055235,-1.35879268056756
A1P2MEP-B9_a1p2,-2.90516863910814,-1.41816673197291
A1P2MEP-C1_a1p2,2.43708595381745,-1.13756392431687
A1P2MEP-C10_a1p2,-1.87205181600271,2.35847058712408
A1P2MEP-C11_a1p2,3.1053126294032,-0.91287948994122
A1P2MEP-C12_a1p2,4.09749001845156,-1.84044769818323
A1P2MEP-C2_a1p2,1.16643917686216,-2.24525832587904
A1P2MEP-C3_a1p2,-2.33872863769707,1.6012211131415
A1P2MEP-C4_a1p2,-2.05761445990165,-1.40748494722728
A1P2MEP-C5_a1p2,4.47929600296512,-0.974370869429554
A1P2MEP-C6_a1p2,-3.39592488691363,-1.67030641776541
A1P2MEP-C7_a1p2,-4.25926101595747,-0.716522412453472
A1P2MEP-C8_a1p2,-3.03954127640422,-2.25476618904295
A1P2MEP-C9_a1p2,-2.54801504389676,-1.80260963613849
A1P2MEP-D1_a1p2,-1.21578746089218,-2.7118146844944
A1P2MEP-D10_a1p2,-3.6005850141388,-1.62644681971457
A1P2MEP-D11_a1p2,-2.5274063248234,0.77338511385575
A1P2MEP-D12_a1p2,-3.09378467524776,-3.89057716470096
A1P2MEP-D2_a1p2,-2.10705308862698,-1.52640612578685
A1P2MEP-D3_a1p2,4.70206984605569,-0.359352836332015
A1P2MEP-D4_a1p2,-1.14043360749419,0.713546728193133
A1P2MEP-D5_a1p2,-3.00180710856692,0.572595282227289
A1P2MEP-D6_a1p2,-2.50129542046864,-0.010498382586056
A1P2MEP-D7_a1p2,-2.56803038003618,2.72706507687124
A1P2MEP-D8_a1p2,-1.76053922630093,-1.67316407510583
A1P2MEP-D9_a1p2,-2.44970030666734,-2.82691788682687
A1P2MEP-E1_a1p2,-3.00670781501441,-1.96973295214627
A1P2MEP-E10_a1p2,-2.69917544491432,0.580324553404987
A1P2MEP-E11_a1p2,-1.51066035219889,-1.53310473263166
A1P2MEP-E12_a1p2,3.50947175509448,-1.37657291456855
A1P2MEP-E2_a1p2,2.38237331297677,-2.17463770065755
A1P2MEP-E3_a1p2,5.07091986312067,-0.751342964252911
A1P2MEP-E4_a1p2,2.41982745296572,2.89161142293761
A1P2MEP-E5_a1p2,-2.33157878773229,-1.8886764624484
A1P2MEP-E6_a1p2,-2.93056374137877,-1.53530420181835
A1P2MEP-E7_a1p2,-3.42573614482869,-1.24297467418542
A1P2MEP-E8_a1p2,-0.226745379357608,-2.36598058428806
A1P2MEP-E9_a1p2,-2.37735776051621,2.4823645681801
A1P2MEP-F1_a1p2,-3.09564073935883,-0.486186956279834
A1P2MEP-F10_a1p2,4.57708170968041,-2.1987158884365
A1P2MEP-F11_a1p2,-1.05773116311833,-1.55904223960288
A1P2MEP-F12_a1p2,-1.5866093058781,-2.08591489250639
A1P2MEP-F2_a1p2,-1.96544335366196,-1.98347318174924
A1P2MEP-F3_a1p2,-2.30598714089091,-2.19600186771384
A1P2MEP-F4_a1p2,-2.64495994262899,-1.37204829654909
A1P2MEP-F5_a1p2,-2.14220045422438,-3.90457916683175
A1P2MEP-F6_a1p2,-1.49752152395183,-1.35155722690795
A1P2MEP-F7_a1p2,-1.87939296284559,-3.16149375346028
A1P2MEP-F8_a1p2,4.82293344828457,-0.899763205078735
A1P2MEP-F9_a1p2,-2.47482972035712,-2.36058150303478
A1P2MEP-G1_a1p2,-1.98656767988639,5.40445831763964
A1P2MEP-G10_a1p2,0.883104858791184,-2.37091216023045
A1P2MEP-G11_a1p2,-1.60816351816279,-2.14313590663479
A1P2MEP-G12_a1p2,-2.07000643878495,7.03578350298881
A1P2MEP-G2_a1p2,-1.35639352809288,0.27338932050023
A1P2MEP-G3_a1p2,5.81656750603049,-0.301432790674303
A1P2MEP-G4_a1p2,-3.36007206517911,-1.85816293375923
A1P2MEP-G5_a1p2,-1.37529081555584,-2.65473081641599
A1P2MEP-G6_a1p2,-0.06365632669391,-0.762931290615994
A1P2MEP-G7_a1p2,-3.01940848967661,-1.61693324963792
A1P2MEP-G8_a1p2,1.43261986538372,-2.37256169367141
A1P2MEP-G9_a1p2,-1.34209186406902,-2.3450015255821
A1P2MEP-H1_a1p2,4.83643810868409,-0.480825327422315
A1P2MEP-H10_a1p2,-1.53914561828136,-2.13440104479807
A1P2MEP-H11_a1p2,0.040055143903912,-0.765697892036274
A1P2MEP-H12_a1p2,4.89029880067398,-0.036147127913595
A1P2MEP-H2_a1p2,-0.88172313085362,-3.14706938041046
A1P2MEP-H3_a1p2,-1.91602262162222,-2.04559070563827
A1P2MEP-H4_a1p2,-2.0311636267374,-1.65297911556319
A1P2MEP-H5_a1p2,-3.6660217605985,-1.77529400571739
A1P2MEP-H6_a1p2,-2.56972530165274,-1.85476220664692
A1P2MEP-H7_a1p2,-2.77380290526241,-2.43718420042129
A1P2MEP-H8_a1p2,-2.47261487923469,0.087416177924973
A1P2MEP-H9_a1p2,-2.90610441932,-3.36538133733297
A2P2MEP-A10_a2p2,-0.591798681986072,-2.05528761587203
A2P2MEP-A11_a2p2,6.65102277732592,-1.57146040206022
A2P2MEP-A12_a2p2,-1.73855086851439,-1.08252402549122
A2P2MEP-A3_a2p2,4.16876861937531,-3.3260093115154
A2P2MEP-A4_a2p2,3.65197349214893,-0.379989406585363
A2P2MEP-A5_a2p2,3.37383623890737,-1.23367965666998
A2P2MEP-A6_a2p2,4.31772095978992,0.287686948219933
A2P2MEP-A7_a2p2,5.35343306969876,-1.3076054931641
A2P2MEP-A8_a2p2,0.313935868822397,-0.749303118042635
A2P2MEP-A9_a2p2,2.52803998584027,-1.5646905659534
A2P2MEP-B1_a2p2,-1.24286510732113,9.5879907817896
A2P2MEP-B10_a2p2,-2.06536298272697,-2.02546485712478
A2P2MEP-B11_a2p2,2.42706913555411,1.48482386788914
A2P2MEP-B12_a2p2,2.71317750209886,-0.796467219999729
A2P2MEP-B2_a2p2,4.65767596267338,0.649296427954509
A2P2MEP-B3_a2p2,5.13339919318185,-1.50619091216259
A2P2MEP-B4_a2p2,0.95660437733178,-0.993873958857849
A2P2MEP-B5_a2p2,0.004560353425159,-1.84864652777025
A2P2MEP-B6_a2p2,4.93574995436293,-0.91693563378666
A2P2MEP-B7_a2p2,0.476298760452615,-2.34231995432108
A2P2MEP-B8_a2p2,-2.61821643843907,-1.46002388772025
A2P2MEP-B9_a2p2,5.15010241270628,-0.816374137387126
A2P2MEP-C1_a2p2,4.24531894596523,-1.31615071741954
A2P2MEP-C10_a2p2,-4.38889033842685,12.5732402706273
A2P2MEP-C11_a2p2,4.32022323858155,-1.19585748774057
A2P2MEP-C12_a2p2,-1.32210121724289,-1.29503353402697
A2P2MEP-C2_a2p2,-1.92667910762835,-0.368028477417293
A2P2MEP-C3_a2p2,-2.23485404638401,-1.30661869454786
A2P2MEP-C4_a2p2,2.89340268516002,-1.06462210352273
A2P2MEP-C5_a2p2,-2.46625983647361,-0.481754501977323
A2P2MEP-C6_a2p2,-2.67537131483727,-3.32030288097463
A2P2MEP-C7_a2p2,2.57543340116108,-1.49541247199957
A2P2MEP-C8_a2p2,2.62574470151239,-0.643090147189372
A2P2MEP-C9_a2p2,2.64078003126047,-0.617289756700798
A2P2MEP-D1_a2p2,0.734903251104904,-1.28636055564992
A2P2MEP-D10_a2p2,-2.07897823234045,-0.032340651253755
A2P2MEP-D11_a2p2,4.11306581066036,-0.452355868461664
A2P2MEP-D12_a2p2,5.42805035983789,0.687966098136677
A2P2MEP-D2_a2p2,3.6565807528409,-0.950925544636154
