	Gene ID	A1P1MEP-A1_a1p1	A1P1MEP-A10_a1p1	A1P1MEP-A11_a1p1	A1P1MEP-A12_a1p1	A1P1MEP-A2_a1p1	A1P1MEP-A3_a1p1	A1P1MEP-A4_a1p1	A1P1MEP-A5_a1p1	A1P1MEP-A9_a1p1	A1P1MEP-B1_a1p1	A1P1MEP-B10_a1p1	A1P1MEP-B11_a1p1	A1P1MEP-B12_a1p1	A1P1MEP-B2_a1p1	A1P1MEP-B3_a1p1	A1P1MEP-B4_a1p1	A1P1MEP-B5_a1p1	A1P1MEP-B6_a1p1	A1P1MEP-B7_a1p1	A1P1MEP-B8_a1p1	A1P1MEP-B9_a1p1	A1P1MEP-C1_a1p1	A1P1MEP-C10_a1p1	A1P1MEP-C11_a1p1	A1P1MEP-C12_a1p1	A1P1MEP-C2_a1p1	A1P1MEP-C3_a1p1	A1P1MEP-C4_a1p1	A1P1MEP-C5_a1p1	A1P1MEP-C6_a1p1	A1P1MEP-C7_a1p1	A1P1MEP-C8_a1p1	A1P1MEP-C9_a1p1	A1P1MEP-D1_a1p1	A1P1MEP-D10_a1p1	A1P1MEP-D11_a1p1	A1P1MEP-D12_a1p1	A1P1MEP-D2_a1p1	A1P1MEP-D3_a1p1	A1P1MEP-D4_a1p1	A1P1MEP-D5_a1p1	A1P1MEP-D6_a1p1	A1P1MEP-D7_a1p1	A1P1MEP-D8_a1p1	A1P1MEP-D9_a1p1	A1P1MEP-E1_a1p1	A1P1MEP-E10_a1p1	A1P1MEP-E11_a1p1	A1P1MEP-E12_a1p1	A1P1MEP-E2_a1p1	A1P1MEP-E3_a1p1	A1P1MEP-E4_a1p1	A1P1MEP-E5_a1p1	A1P1MEP-E6_a1p1	A1P1MEP-E7_a1p1	A1P1MEP-E8_a1p1	A1P1MEP-E9_a1p1	A1P1MEP-F1_a1p1	A1P1MEP-F10_a1p1	A1P1MEP-F11_a1p1	A1P1MEP-F12_a1p1	A1P1MEP-F2_a1p1	A1P1MEP-F3_a1p1	A1P1MEP-F4_a1p1	A1P1MEP-F5_a1p1	A1P1MEP-F6_a1p1	A1P1MEP-F7_a1p1	A1P1MEP-F8_a1p1	A1P1MEP-F9_a1p1	A1P1MEP-G1_a1p1	A1P1MEP-G10_a1p1	A1P1MEP-G11_a1p1	A1P1MEP-G12_a1p1	A1P1MEP-G2_a1p1	A1P1MEP-G3_a1p1	A1P1MEP-G4_a1p1	A1P1MEP-G5_a1p1	A1P1MEP-G6_a1p1	A1P1MEP-G7_a1p1	A1P1MEP-G8_a1p1	A1P1MEP-G9_a1p1	A1P1MEP-H1_a1p1	A1P1MEP-H10_a1p1	A1P1MEP-H11_a1p1	A1P1MEP-H12_a1p1	A1P1MEP-H2_a1p1	A1P1MEP-H3_a1p1	A1P1MEP-H4_a1p1	A1P1MEP-H5_a1p1	A1P1MEP-H6_a1p1	A1P1MEP-H7_a1p1	A1P1MEP-H8_a1p1	A1P1MEP-H9_a1p1	A2P1MEP-A1_a2p1	A2P1MEP-A10_a2p1	A2P1MEP-A11_a2p1	A2P1MEP-A12_a2p1	A2P1MEP-A2_a2p1	A2P1MEP-A3_a2p1	A2P1MEP-A4_a2p1	A2P1MEP-A5_a2p1	A2P1MEP-A6_a2p1	A2P1MEP-A7_a2p1	A2P1MEP-A8_a2p1	A2P1MEP-A9_a2p1	A2P1MEP-B1_a2p1	A2P1MEP-B10_a2p1	A2P1MEP-B11_a2p1	A2P1MEP-B12_a2p1	A2P1MEP-B2_a2p1	A2P1MEP-B3_a2p1	A2P1MEP-B4_a2p1	A2P1MEP-B5_a2p1	A2P1MEP-B6_a2p1	A2P1MEP-B7_a2p1	A2P1MEP-B8_a2p1	A2P1MEP-B9_a2p1	A2P1MEP-C1_a2p1	A2P1MEP-C10_a2p1	A2P1MEP-C11_a2p1	A2P1MEP-C12_a2p1	A2P1MEP-C2_a2p1	A2P1MEP-C3_a2p1	A2P1MEP-C4_a2p1	A2P1MEP-C5_a2p1	A2P1MEP-C6_a2p1	A2P1MEP-C7_a2p1	A2P1MEP-C8_a2p1	A2P1MEP-C9_a2p1	A2P1MEP-D1_a2p1	A2P1MEP-D10_a2p1	A2P1MEP-D11_a2p1	A2P1MEP-D2_a2p1	A2P1MEP-D3_a2p1	A2P1MEP-D4_a2p1	A2P1MEP-D5_a2p1	A2P1MEP-D6_a2p1	A2P1MEP-D7_a2p1	A2P1MEP-D8_a2p1	A2P1MEP-D9_a2p1	A2P1MEP-E1_a2p1	A2P1MEP-E10_a2p1	A2P1MEP-E11_a2p1	A2P1MEP-E2_a2p1	A2P1MEP-E3_a2p1	A2P1MEP-E4_a2p1	A2P1MEP-E5_a2p1	A2P1MEP-E6_a2p1	A2P1MEP-E7_a2p1	A2P1MEP-E8_a2p1	A2P1MEP-E9_a2p1	A2P1MEP-F1_a2p1	A2P1MEP-F10_a2p1	A2P1MEP-F11_a2p1	A2P1MEP-F12_a2p1	A2P1MEP-F2_a2p1	A2P1MEP-F3_a2p1	A2P1MEP-F4_a2p1	A2P1MEP-F5_a2p1	A2P1MEP-F6_a2p1	A2P1MEP-F7_a2p1	A2P1MEP-F8_a2p1	A2P1MEP-F9_a2p1	A2P1MEP-G1_a2p1	A2P1MEP-G10_a2p1	A2P1MEP-G11_a2p1	A2P1MEP-G12_a2p1	A2P1MEP-G2_a2p1	A2P1MEP-G3_a2p1	A2P1MEP-G4_a2p1	A2P1MEP-G5_a2p1	A2P1MEP-G6_a2p1	A2P1MEP-G7_a2p1	A2P1MEP-G8_a2p1	A2P1MEP-G9_a2p1	A2P1MEP-H1_a2p1	A2P1MEP-H10_a2p1	A2P1MEP-H11_a2p1	A2P1MEP-H12_a2p1	A2P1MEP-H2_a2p1	A2P1MEP-H3_a2p1	A2P1MEP-H4_a2p1	A2P1MEP-H5_a2p1	A2P1MEP-H6_a2p1	A2P1MEP-H7_a2p1	A2P1MEP-H8_a2p1	A2P1MEP-H9_a2p1	A3P1MEP-A1_a2p3	A3P1MEP-A2_a2p3	A3P2MEP-A1_a2p3	A3P2MEP-A2_a2p3	A3P1MEP-A10_a3p1	A3P1MEP-A11_a3p1	A3P1MEP-A12_a3p1	A3P1MEP-A3_a3p1	A3P1MEP-A4_a3p1	A3P1MEP-A5_a3p1	A3P1MEP-A6_a3p1	A3P1MEP-A7_a3p1	A3P1MEP-A8_a3p1	A3P1MEP-A9_a3p1	A3P1MEP-B1_a3p1	A3P1MEP-B10_a3p1	A3P1MEP-B11_a3p1	A3P1MEP-B12_a3p1	A3P1MEP-B2_a3p1	A3P1MEP-B3_a3p1	A3P1MEP-B4_a3p1	A3P1MEP-B5_a3p1	A3P1MEP-B6_a3p1	A3P1MEP-B7_a3p1	A3P1MEP-B8_a3p1	A3P1MEP-B9_a3p1	A3P1MEP-C1_a3p1	A3P1MEP-C10_a3p1	A3P1MEP-C11_a3p1	A3P1MEP-C12_a3p1	A3P1MEP-C2_a3p1	A3P1MEP-C3_a3p1	A3P1MEP-C4_a3p1	A3P1MEP-C5_a3p1	A3P1MEP-C6_a3p1	A3P1MEP-C7_a3p1	A3P1MEP-C8_a3p1	A3P1MEP-C9_a3p1	A3P1MEP-D1_a3p1	A3P1MEP-D10_a3p1	A3P1MEP-D11_a3p1	A3P1MEP-D12_a3p1	A3P1MEP-D2_a3p1	A3P1MEP-D3_a3p1	A3P1MEP-D4_a3p1	A3P1MEP-D5_a3p1	A3P1MEP-D6_a3p1	A3P1MEP-D7_a3p1	A3P1MEP-D8_a3p1	A3P1MEP-D9_a3p1	A3P1MEP-E1_a3p1	A3P1MEP-E10_a3p1	A3P1MEP-E11_a3p1	A3P1MEP-E12_a3p1	A3P1MEP-E2_a3p1	A3P1MEP-E3_a3p1	A3P1MEP-E4_a3p1	A3P1MEP-E5_a3p1	A3P1MEP-E6_a3p1	A3P1MEP-E7_a3p1	A3P1MEP-E8_a3p1	A3P1MEP-E9_a3p1	A3P1MEP-F1_a3p1	A3P1MEP-F10_a3p1	A3P1MEP-F11_a3p1	A3P1MEP-F12_a3p1	A3P1MEP-F2_a3p1	A3P1MEP-F3_a3p1	A3P1MEP-F4_a3p1	A3P1MEP-F5_a3p1	A3P1MEP-F6_a3p1	A3P1MEP-F7_a3p1	A3P1MEP-F8_a3p1	A3P1MEP-F9_a3p1	A3P1MEP-G1_a3p1	A3P1MEP-G10_a3p1	A3P1MEP-G11_a3p1	A3P1MEP-G12_a3p1	A3P1MEP-G2_a3p1	A3P1MEP-G3_a3p1	A3P1MEP-G4_a3p1	A3P1MEP-G5_a3p1	A3P1MEP-G6_a3p1	A3P1MEP-G7_a3p1	A3P1MEP-G8_a3p1	A3P1MEP-G9_a3p1	A3P1MEP-H1_a3p1	A3P1MEP-H10_a3p1	A3P1MEP-H11_a3p1	A3P1MEP-H12_a3p1	A3P1MEP-H2_a3p1	A3P1MEP-H3_a3p1	A3P1MEP-H4_a3p1	A3P1MEP-H5_a3p1	A3P1MEP-H6_a3p1	A3P1MEP-H7_a3p1	A3P1MEP-H8_a3p1	A3P1MEP-H9_a3p1
1	ADD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.78451929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.59859225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.86366041	0.0	0.0	24.92122757	22.04013929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.60298396	24.3168255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.91365587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.30924649	0.0	0.0	0.0	16.75801343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.68813247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.6433321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.98143452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.73160288	15.69367202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.24835806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	ANK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.713249100000002	0.0	0.0	0.0	21.10252145	0.0	0.0	0.0	13.82318043	12.42172043	0.0	0.0	0.0	13.01613392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.54180351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.329769	0.0	0.0	0.0	0.0	13.15435029	0.0	0.0	0.0	14.63632277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.62779023	0.0	0.0	0.0	13.47891536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.90386857	0.0	0.0	17.59916903	17.15227803	21.78033014	0.0	14.85100127	0.0	0.0	11.66337891	0.0	11.57489152	12.41956879	13.81768916	0.0	14.20899447	11.39666344	13.97886646	0.0	0.0	0.0	14.34813445	13.252440700000001	0.0	13.30213259	12.49552409	0.0	0.0	0.0	15.19563607	13.02464682	12.67707363	0.0	12.17201778	13.88069317	11.46263864	0.0	15.75954414	13.08564503	12.98939794	0.0	0.0	12.9189474	13.41450904	15.96953737	0.0	0.0	13.37386122	11.703179400000002	12.99552788	0.0	0.0	0.0	15.46818958	14.33567889	0.0	13.9461859	14.44767215	13.26113141	13.70768392	12.54075552	13.68141875	0.0	11.5787266	0.0	0.0	0.0	14.23550947	0.0	0.0	0.0	13.91772094	0.0	12.72736902	12.18575271	12.77449551	13.68274607	0.0	0.0	0.0	12.57664407	0.0	12.96158256	12.00227238	0.0	0.0	0.0	14.56596059	14.70609785	0.0	0.0	13.04090232	0.0	0.0	13.47566266	12.57131371	0.0	0.0	12.42553994	11.96625455	15.51323043	0.0	0.0	15.69344164	14.15387806	0.0	0.0	14.00780135	0.0	0.0	16.90675267	0.0	0.0	13.57613712	11.06518557	13.215612799999999	0.0	0.0	14.220163699999999	0.0	0.0	0.0	15.54928429	0.0	13.66125071	0.0	0.0	0.0	0.0	0.0	12.51616774	0.0	0.0	0.0	0.0	0.0	15.95200766	13.65757931	14.78771238	0.0	0.0	14.08987252	0.0	0.0	0.0	0.0	0.0	13.19847808	12.47010871	0.0	13.65185232	11.17633402	13.05953147	13.8959511	0.0	12.61316182	0.0	0.0	0.0	13.93088662	13.36381874	0.0	13.91065783	0.0	0.0	12.19692623	0.0	15.27928324	13.0678235	15.04933717	0.0	0.0	15.06686295	0.0	14.75042995	0.0	12.97022795	0.0	0.0	0.0	13.19494472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	B2M	16.25490508	15.12502475	21.62805298	22.30952477	12.69693841	11.49885156	12.34342318	13.08705056	11.7265921	13.163240900000002	11.87118087	12.38148495	19.26891349	11.52407912	11.58740792	11.95266218	11.30480364	9.719191762000001	10.50425473	12.51615471	11.83017187	10.89323192	10.99679941	11.34775641	14.85842006	11.48950755	11.97333205	12.62784285	12.13258654	12.26370052	11.13325534	11.57247543	10.63863218	11.27990837	10.79520538	12.36310396	11.68820505	10.61389771	11.36191362	10.02630681	11.91281231	11.74263373	9.970003665	11.23742568	10.88877363	10.76960344	11.4080582	9.720942374	14.66780142	13.29517982	10.88577367	11.69822651	12.04250614	12.15031852	12.11177213	8.675225697	12.72138048	11.92147814	10.68387418	11.28082255	11.86634501	9.185235312	11.65391932	11.32930386	13.33726456	10.92033214	10.95985635	10.94270899	11.37528784	18.68424992	11.05589482	10.98517266	14.79653847	11.34836423	11.51195099	10.79233137	15.53064543	11.41274105	11.61408778	11.66458604	11.31733508	26.8844695	16.74517474	17.76690661	18.82659261	19.01304018	17.67330169	18.29512449	21.05353082	16.18810432	15.22825574	20.85538609	23.49145117	9.999015542999999	10.0254125	10.91715209	8.008546857999999	9.267012917999999	8.784727026	8.873756176	10.31065808	9.502749168	9.877397916	8.619320676000001	10.29065747	9.398359913	9.925420977	9.614986185	8.666458033	9.176334725	9.201717841	9.106949071	10.38899419	10.82607187	8.54512394	8.986445751	10.27210811	9.080877421	9.307512356	8.949155378	10.03088207	9.382603238	9.479617815	9.240616385	9.372302923	8.609548709	8.408489425	10.17428513	8.164205127	9.502927274	9.584123417	8.516436727	9.379101723	8.692960908	9.466702467000001	8.351535542	8.953245127999999	9.559204791	8.954970516	8.879651663999999	9.321031396	12.42335422	8.705854234	9.261067916	10.11735843	8.586160864	8.59864492	8.327483499	8.972155679	8.973961726	8.402123768	10.78317403	9.605568107	8.695985819	10.93247141	9.385310159	9.241325985	9.752531594	9.68860208	0.0	8.894583937	8.775635592	8.899610773	9.755278077	9.44838092	9.803049299	9.956364953	9.556352225	10.07420277	9.136485275	8.166807508	8.771817285	9.34352481	8.69144302	8.786090041	8.183371891	9.498359107	9.536163027999999	8.974343592	9.265757735	9.680538913	8.854804639	9.046351924	9.247099073	8.424714095	8.448373282	9.109392607	9.157319699999999	8.575008332000001	10.13914559	10.65445884	10.67551044	11.16294434	10.43634798	9.315012278	11.11492779	11.0975386	10.70745477	12.52134039	10.06138174	10.05765385	8.539987185	10.87252916	10.19079446	11.30526513	9.687046897	10.18966755	11.39427684	9.74595894	11.15110019	10.48799057	10.48300658	10.80590226	10.28382086	10.9243348	10.91979581	10.58060243	10.07015345	10.98744765	9.935159515	10.09078348	10.42915143	9.994848023	10.17250511	10.85360983	10.85039098	9.881341663999999	10.62664855	9.607719185	11.73291409	10.06542745	12.67193689	11.01993193	9.691081822000001	9.790455636	10.591936599999999	10.17049562	9.808927351	7.348494724	9.576480658	11.66755027	10.8218435	9.153778873	10.06233093	10.16149022	10.71595947	9.827912495	9.563469957	9.970391843	9.48379602	10.10569299	10.91341538	10.52452684	8.918458758	10.41506966	8.531192032	10.459599	10.09472013	10.06366735	10.56184199	9.84341859	9.782009801000001	9.761294692	10.27995853	11.0392085	11.51889207	11.10204162	10.778361300000002	12.19753643	10.02067927	9.82231234	10.27625515	9.386306937	8.505891409	0.0	0.0	0.0	9.75253943	9.454149052	9.274815173	9.363579988	0.0	0.0	0.0	0.0
7	BDH1	0.0	21.68156003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.67452623	21.3156168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.32246201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.91501482	0.0	17.53067435	0.0	0.0	0.0	18.39526702	17.97206659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.61151236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.57237357	0.0	22.00097529	0.0	0.0	0.0	0.0	23.77896742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.74651436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.71930413	16.73924275	0.0	17.73684828	0.0	0.0	16.73740261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.464737699999997	0.0	0.0	17.95179687	0.0	17.56456082	0.0	0.0	0.0	0.0	15.73004564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.94875784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.89471057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.54554727	0.0	0.0	0.0	0.0	15.59872995	0.0	0.0	0.0	0.0	0.0	0.0	18.22249378	0.0	0.0	17.43811429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.23714196	0.0	0.0	17.4479893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.29811774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.32372687	19.51452447	16.79772577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.35038457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.32023523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.94170547	0.0	0.0	0.0	0.0	0.0	0.0	15.48437991	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	BIM/BCL2	0.0	24.37478609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.16359397	0.0	0.0	0.0	0.0	0.0	0.0	20.91951742	17.6983878	0.0	0.0	0.0	0.0	0.0	21.01242407	0.0	0.0	0.0	0.0	0.0	0.0	20.4844145	0.0	0.0	0.0	20.07918449	0.0	0.0	20.84589923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.54766222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.60001248	0.0	0.0	0.0	0.0	20.90606957	20.57063047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.45195448	20.99484868	0.0	0.0	0.0	0.0	18.6863958	0.0	0.0	0.0	0.0	21.95035746	0.0	0.0	18.044125100000002	0.0	0.0	18.51143451	0.0	0.0	16.64623217	0.0	0.0	0.0	0.0	18.77819601	0.0	17.75736183	0.0	17.60337237	18.20762677	0.0	17.54556163	0.0	18.41399256	17.07421925	17.81621116	17.28747122	0.0	0.0	0.0	0.0	16.80748288	0.0	0.0	0.0	16.38818245	18.69033208	18.68371852	18.89417513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.11777653	0.0	0.0	0.0	0.0	0.0	18.92032505	16.90162252	16.9651251	22.28350946	0.0	19.52943831	0.0	0.0	0.0	0.0	0.0	0.0	16.817612	0.0	0.0	0.0	18.62504255	0.0	0.0	0.0	0.0	0.0	0.0	25.99698105	18.42204863	0.0	0.0	17.42639915	17.57795943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.81212423	0.0	0.0	0.0	0.0	19.38798238	0.0	0.0	0.0	20.54850178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.69855386	19.45033253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.62031794	0.0	0.0	0.0	0.0	0.0	18.75902507	0.0	0.0	18.831280300000003	16.88017553	18.84592707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.50411314	0.0	0.0	17.43569201	0.0	0.0	0.0	0.0	16.49337897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.20275935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	BMP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	CCDC124	0.0	20.28240509	0.0	0.0	0.0	0.0	0.0	0.0	16.61784843	0.0	0.0	18.65365113	21.95503975	0.0	0.0	0.0	0.0	0.0	0.0	17.67029149	0.0	0.0	0.0	17.61601976	0.0	16.42512336	0.0	17.18190665	16.68986895	0.0	0.0	0.0	0.0	0.0	16.656	17.46434328	0.0	16.74952127	0.0	0.0	0.0	16.53608937	15.08980415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.53028533	15.93352434	16.62157732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.89800648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.87661333	0.0	0.0	0.0	0.0	0.0	14.9548099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.53338446	0.0	0.0	16.0737372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.01923159	15.55572702	15.32898275	0.0	0.0	0.0	0.0	14.95791556	0.0	0.0	0.0	0.0	0.0	15.91719726	0.0	0.0	14.54574693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.11563264	0.0	15.81189704	15.46298407	15.69629254	0.0	0.0	0.0	0.0	14.67529778	0.0	0.0	0.0	0.0	15.69833154	0.0	0.0	0.0	0.0	0.0	15.23134459	0.0	0.0	0.0	0.0	0.0	15.50674519	0.0	0.0	0.0	0.0	0.0	15.10049745	0.0	16.07888888	0.0	0.0	16.83869821	0.0	0.0	0.0	0.0	16.35741652	0.0	16.68933809	16.49418425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.81598935	0.0	0.0	15.92414392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.16659311	0.0	0.0	15.84288533	0.0	0.0	15.47404603	0.0	0.0	14.9952579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.50648078	0.0	0.0	16.11340726	0.0	0.0	16.16279288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.744362699999998	16.24572999	15.73220806	0.0	15.87336492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.43261724	0.0	0.0	0.0	0.0	0.0	0.0	0.0
