Gene ID,A1P3-7141-A1_a1p3,A1P3-7141-A10_a1p3,A1P3-7141-A11_a1p3,A1P3-7141-A12_a1p3,A1P3-7141-A2_a1p3,A1P3-7141-A3_a1p3,A1P3-7141-A4_a1p3,A1P3-7141-A5_a1p3,A1P3-7141-A6_a1p3,A1P3-7141-A7_a1p3,A1P3-7141-A8_a1p3,A1P3-7141-A9_a1p3,A1P3-7141-B1_a1p3,A1P3-7141-B10_a1p3,A1P3-7141-B11_a1p3,A1P3-7141-B12_a1p3,A1P3-7141-B2_a1p3,A1P3-7141-B3_a1p3,A1P3-7141-B4_a1p3,A1P3-7141-B5_a1p3,A1P3-7141-B6_a1p3,A1P3-7141-B7_a1p3,A1P3-7141-B8_a1p3,A1P3-7141-B9_a1p3,A1P3-7141-C1_a1p3,A1P3-7141-C10_a1p3,A1P3-7141-C11_a1p3,A1P3-7141-C12_a1p3,A1P3-7141-C2_a1p3,A1P3-7141-C3_a1p3,A1P3-7141-C4_a1p3,A1P3-7141-C5_a1p3,A1P3-7141-C6_a1p3,A1P3-7141-C7_a1p3,A1P3-7141-C8_a1p3,A1P3-7141-C9_a1p3,A1P3-7141-D1_a1p3,A1P3-7141-D10_a1p3,A1P3-7141-D11_a1p3,A1P3-7141-D12_a1p3,A1P3-7141-D2_a1p3,A1P3-7141-D3_a1p3,A1P3-7141-D4_a1p3,A1P3-7141-D5_a1p3,A1P3-7141-D6_a1p3,A1P3-7141-D7_a1p3,A1P3-7141-D8_a1p3,A1P3-7141-D9_a1p3,A1P3-7141-E1_a1p3,A1P3-7141-E10_a1p3,A1P3-7141-E11_a1p3,A1P3-7141-E12_a1p3,A1P3-7141-E2_a1p3,A1P3-7141-E3_a1p3,A1P3-7141-E4_a1p3,A1P3-7141-E5_a1p3,A1P3-7141-E6_a1p3,A1P3-7141-E7_a1p3,A1P3-7141-E8_a1p3,A1P3-7141-E9_a1p3,A1P3-7141-F1_a1p3,A1P3-7141-F10_a1p3,A1P3-7141-F2_a1p3,A1P3-7141-F3_a1p3,A1P3-7141-F4_a1p3,A1P3-7141-F5_a1p3,A1P3-7141-F6_a1p3,A1P3-7141-F7_a1p3,A1P3-7141-F8_a1p3,A1P3-7141-F9_a1p3,A1P3MEP-F11_a1p3,A1P3MEP-F12_a1p3,A1P3MEPG1_a1p3,A1P3MEPG2_a1p3,A1P3MEPG3_a1p3,A1P3MEPG4_a1p3,A1P3MEPG5_a1p3,A1P3MEPG6_a1p3,A2P3-7141-A1_a2p3,A2P3-7141-A10_a2p3,A2P3-7141-A11_a2p3,A2P3-7141-A12_a2p3,A2P3-7141-A2_a2p3,A2P3-7141-A3_a2p3,A2P3-7141-A4_a2p3,A2P3-7141-A5_a2p3,A2P3-7141-A6_a2p3,A2P3-7141-A7_a2p3,A2P3-7141-A8_a2p3,A2P3-7141-A9_a2p3,A2P3-7141-B1_a2p3,A2P3-7141-B10_a2p3,A2P3-7141-B11_a2p3,A2P3-7141-B12_a2p3,A2P3-7141-B2_a2p3,A2P3-7141-B3_a2p3,A2P3-7141-B4_a2p3,A2P3-7141-B5_a2p3,A2P3-7141-B6_a2p3,A2P3-7141-B7_a2p3,A2P3-7141-B8_a2p3,A2P3-7141-B9_a2p3,A2P3-7141-C1_a2p3,A2P3-7141-C10_a2p3,A2P3-7141-C11_a2p3,A2P3-7141-C12_a2p3,A2P3-7141-C2_a2p3,A2P3-7141-C3_a2p3,A2P3-7141-C4_a2p3,A2P3-7141-C5_a2p3,A2P3-7141-C6_a2p3,A2P3-7141-C7_a2p3,A2P3-7141-C8_a2p3,A2P3-7141-C9_a2p3,A2P3-7141-D1_a2p3,A2P3-7141-D10_a2p3,A2P3-7141-D11_a2p3,A2P3-7141-D12_a2p3,A2P3-7141-D2_a2p3,A2P3-7141-D3_a2p3,A2P3-7141-D4_a2p3,A2P3-7141-D5_a2p3,A2P3-7141-D6_a2p3,A2P3-7141-D7_a2p3,A2P3-7141-D8_a2p3,A2P3-7141-D9_a2p3,A2P3-7141-E1_a2p3,A2P3-7141-E10_a2p3,A2P3-7141-E11_a2p3,A2P3-7141-E12_a2p3,A2P3-7141-E2_a2p3,A2P3-7141-E3_a2p3,A2P3-7141-E4_a2p3,A2P3-7141-E5_a2p3,A2P3-7141-E6_a2p3,A2P3-7141-E7_a2p3,A2P3-7141-E8_a2p3,A2P3-7141-E9_a2p3,A2P3-7141-F1_a2p3,A2P3-7141-F10_a2p3,A2P3-7141-F2_a2p3,A2P3-7141-F3_a2p3,A2P3-7141-F4_a2p3,A2P3-7141-F5_a2p3,A2P3-7141-F6_a2p3,A2P3-7141-F7_a2p3,A2P3-7141-F8_a2p3,A2P3-7141-F9_a2p3,A2P3MEP-F11_a2p3,A2P3MEP-F12_a2p3,A2P3MEPG1_a2p3,A2P3MEPG2_a2p3,A2P3MEPG3_a2p3,A2P3MEPG4_a2p3,A2P3MEPG5_a2p3,A2P3MEPG6_a2p3,A3P3-7141-A1_a3p3,A3P3-7141-A10_a3p3,A3P3-7141-A11_a3p3,A3P3-7141-A12_a3p3,A3P3-7141-A2_a3p3,A3P3-7141-A3_a3p3,A3P3-7141-A4_a3p3,A3P3-7141-A5_a3p3,A3P3-7141-A6_a3p3,A3P3-7141-A7_a3p3,A3P3-7141-A8_a3p3,A3P3-7141-A9_a3p3,A3P3-7141-B1_a3p3,A3P3-7141-B10_a3p3,A3P3-7141-B11_a3p3,A3P3-7141-B12_a3p3,A3P3-7141-B2_a3p3,A3P3-7141-B3_a3p3,A3P3-7141-B4_a3p3,A3P3-7141-B5_a3p3,A3P3-7141-B6_a3p3,A3P3-7141-B7_a3p3,A3P3-7141-B8_a3p3,A3P3-7141-B9_a3p3,A3P3-7141-C1_a3p3,A3P3-7141-C10_a3p3,A3P3-7141-C11_a3p3,A3P3-7141-C12_a3p3,A3P3-7141-C2_a3p3,A3P3-7141-C3_a3p3,A3P3-7141-C4_a3p3,A3P3-7141-C5_a3p3,A3P3-7141-C6_a3p3,A3P3-7141-C7_a3p3,A3P3-7141-C8_a3p3,A3P3-7141-C9_a3p3,A3P3-7141-D1_a3p3,A3P3-7141-D10_a3p3,A3P3-7141-D11_a3p3,A3P3-7141-D12_a3p3,A3P3-7141-D2_a3p3,A3P3-7141-D3_a3p3,A3P3-7141-D4_a3p3,A3P3-7141-D5_a3p3,A3P3-7141-D6_a3p3,A3P3-7141-D7_a3p3,A3P3-7141-D8_a3p3,A3P3-7141-D9_a3p3,A3P3-7141-E1_a3p3,A3P3-7141-E10_a3p3,A3P3-7141-E11_a3p3,A3P3-7141-E12_a3p3,A3P3-7141-E2_a3p3,A3P3-7141-E3_a3p3,A3P3-7141-E4_a3p3,A3P3-7141-E5_a3p3,A3P3-7141-E6_a3p3,A3P3-7141-E7_a3p3,A3P3-7141-E8_a3p3,A3P3-7141-E9_a3p3,A3P3-7141-F1_a3p3,A3P3-7141-F10_a3p3,A3P3-7141-F2_a3p3,A3P3-7141-F3_a3p3,A3P3-7141-F4_a3p3,A3P3-7141-F5_a3p3,A3P3-7141-F6_a3p3,A3P3-7141-F7_a3p3,A3P3-7141-F8_a3p3,A3P3-7141-F9_a3p3,A3P3MEP-F11_a3p3,A3P3MEP-F12_a3p3,A3P3MEPG1_a3p3,A3P3MEPG2_a3p3,A3P3MEPG3_a3p3,A3P3MEPG4_a3p3,A3P3MEPG5_a3p3,A3P3MEPG6_a3p3
CDK6,13.23063182,14.10430551,14.96040747,14.54092791,13.34652588,15.07372235,16.45139667,14.35429449,13.50727842,16.04817375,14.0466321,14.22283021,12.23854368,13.44197073,15.96844801,13.05840551,13.7921411,13.15977022,15.72545623,13.89518658,15.23359337,13.54136768,NA,13.08581227,12.1146033,14.56414693,13.68293275,14.58324649,14.50753239,13.77597802,14.18542448,NA,14.49568657,14.94433908,14.74880467,12.71560888,12.58689387,14.68173517,12.2821116,12.66232185,13.71151023,14.91885019,12.85298532,15.23249937,13.79731841,11.98560752,13.85382819,12.34900126,13.19557402,11.06741309,12.88677576,12.16749328,11.52424983,12.23640324,13.57829636,13.80355219,NA,13.25349523,13.51261891,14.39804994,12.89755809,15.12644839,13.60082303,12.53040589,13.86588862,12.20159329,NA,12.49621825,13.78575297,15.71554405,12.95433424,14.84469862,15.15246339,16.54174811,13.92518472,12.68183575,14.70290582,15.62966815,12.50385041,17.1061604,19.1720141,21.02222361,17.37877071,13.42395454,13.31996057,15.69324245,14.1360707,13.01552538,23.48634476,25.38427196,15.72694443,14.73972083,13.99815855,13.17959744,12.13588841,12.8828465,13.05656365,NA,15.08008234,14.2511796,14.76368745,17.9289035,NA,13.78687054,NA,14.16759835,14.7559849,17.22435989,14.22979187,15.34733895,13.28040202,14.56420558,14.0740865,13.8799837,15.81838452,16.42713558,14.3404419,15.17778339,NA,16.86129773,14.21659564,14.10860235,13.77624124,16.7682179,15.63208952,14.01398255,15.99869278,NA,15.53402177,15.97453348,14.00682323,13.80361989,14.04718858,14.58092047,14.64014733,12.83027548,15.41959222,15.20217781,19.03554634,15.34247108,13.79081153,NA,16.95338139,13.07460701,14.60638519,18.28402076,11.80270669,13.11073241,12.63181568,12.63005916,14.43267088,15.2531419,12.65472073,14.59559959,12.90629958,12.77574588,14.97376218,17.48118339,20.33264565,NA,13.06618403,13.77847072,NA,16.29431787,NA,12.79173457,13.69439992,22.54005153,15.24263214,14.4701567,16.03984897,15.48088996,16.72062512,13.37324035,15.3004159,13.94855942,14.4666977,13.30430229,13.6756988,15.5044657,NA,16.7791913,15.00275568,14.54717226,14.91416888,21.84764419,15.69062203,16.87373976,17.5621263,14.54189584,14.5780101,15.49646811,13.62674429,15.92149752,15.11196651,NA,14.16675813,14.16701302,16.13617999,NA,14.62141294,18.20026236,15.39997993,14.55670646,14.7346411,15.49769854,13.46890701,16.70366214,14.31117869,13.83580571,14.53679163,15.03531232,14.98330441,16.6578477,16.00774718,14.22446283,NA,15.32458572,16.18747264,13.59718946,15.5888668,15.05973218,14.69666531,16.24158679,15.13357436,14.33217455,14.12963255,12.97060888,14.27227089,13.37318924,14.15860434,13.80648261,14.35214005,14.69475045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEBPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.93751498,NA,15.89170173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5572911,19.64144663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0012444,NA,NA,NA,NA,NA,27.50778818,NA,NA,NA,NA,17.80298599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.49249633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.88121256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.50464047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.14947084,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CISH,NA,NA,NA,NA,NA,22.96549976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.21924164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.33912858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.32451847,NA,22.63120099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.81237515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.89152368,NA,NA,NA,NA,NA,NA,NA,21.94286763,NA,21.30371736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.95271687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.27037444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLU,16.17963698,16.44144456,18.50641771,17.39461351,15.4872498,15.01546219,17.18471425,18.11626816,20.17928162,18.46300167,16.33218569,15.45603272,15.4400261,15.57900276,17.98601281,20.29403435,19.6084689,16.49267795,16.136413,14.94949649,15.54276516,19.69141927,11.96742673,17.83501348,16.26887275,18.25442522,17.51381187,14.82309377,16.86799446,15.18871785,20.15811033,16.76562129,15.9143559,19.30234076,14.98640892,16.63797123,18.4313793,16.51600296,14.5797487,20.00698915,17.79112137,16.97731194,16.34621007,15.49109323,16.99859293,14.45339887,19.93126502,18.9808644,13.45863247,16.20085808,20.03490454,18.50440784,15.06115423,15.19770219,NA,16.21291332,13.86869835,17.26286634,19.01573199,17.93447568,18.37211815,18.78904,17.00240018,15.83438518,15.26825199,15.42274178,NA,14.94440865,14.84891795,15.07669975,17.94562935,18.85233923,20.19971474,20.35302842,16.33410064,16.99139453,16.04857701,16.0385743,NA,NA,NA,NA,NA,NA,15.33106056,16.88077197,18.728087,NA,NA,NA,15.96317267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.87704838,NA,NA,NA,NA,NA,NA,13.92354907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.72426255,NA,NA,NA,NA,NA,NA,14.71419986,NA,NA,NA,NA,18.67205773,NA,NA,NA,NA,NA,NA,17.75710033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83475111,17.68295531,19.63899627,17.2399717,14.78495736,17.13242014,16.85070822,16.60361295,15.28933831,18.45828787,18.44718085,19.90729778,15.56305353,14.86371404,15.68961909,14.78920292,14.85381232,14.00651041,13.45754367,17.02249936,15.94472141,17.10553788,18.70281755,23.12163704,16.7950734,18.81761574,18.60091091,20.57344062,16.30414924,18.11374801,16.54717958,16.73736772,18.19128323,16.50545308,16.89038213,17.04999906,16.98926358,15.61687333,16.95782491,16.70875177,15.09344112,15.82967015,19.84526248,18.34408596,17.40214259,18.1717604,17.71755331,16.86762482,19.29080182,15.42697338,20.75148657,15.84571165,16.68943841,17.50018137,17.96213382,16.71659063,18.21936481,16.71858772,16.16055022,16.99553605,13.75151012,18.71004461,18.49375046,16.39239876,16.83072026,18.706101,17.02206945,16.79390086,15.67603369,16.00363809,16.78491274,19.02823254,20.80730715,NA,17.75688611,20.3458292,17.97548059,16.90187666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRIP1,16.75240461,NA,15.84617857,NA,16.09971707,NA,NA,16.95268391,15.98089935,NA,16.22531603,NA,15.12266312,NA,NA,NA,13.58964162,NA,NA,15.63149489,16.72672915,14.13803639,NA,NA,15.43657588,16.34003493,NA,NA,NA,15.76088875,14.55608098,NA,NA,16.69784975,NA,14.12719943,NA,NA,14.343654,13.4385033,14.14219815,15.91518374,NA,NA,14.28588883,NA,13.0479273,12.59517259,NA,NA,13.48029369,12.84524419,17.61469645,13.62413676,NA,14.23363862,NA,14.15022023,NA,NA,12.63752419,NA,NA,16.67664967,14.58378589,14.43853698,NA,11.79539084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.17903135,NA,16.2111788,17.22454259,NA,23.60698938,26.8186058,NA,NA,16.96218451,15.51802467,13.21417483,13.92063036,NA,17.12561339,15.11080396,16.61244202,NA,NA,17.92293317,NA,NA,14.91513854,NA,NA,15.6015862,16.476382,NA,16.31351949,NA,NA,NA,NA,NA,15.15430091,NA,16.94698746,14.17417156,NA,NA,NA,NA,NA,16.97273104,NA,14.77902669,16.17585282,NA,13.32798913,13.82664258,NA,17.26975592,NA,NA,NA,17.02281619,NA,NA,NA,16.97287817,13.86543359,NA,NA,15.52881838,NA,12.5524489,15.83981687,15.11573455,NA,13.26284136,12.57591031,NA,12.53646713,14.62851582,14.61609889,NA,NA,15.93756132,14.23502461,14.75825673,18.84809187,16.90900209,12.28661208,14.19938483,NA,15.47125806,13.66637063,NA,16.1315263,NA,16.68381096,NA,14.3845827,16.73109259,12.48794281,15.10034282,15.14151644,17.41372892,17.73428768,12.80723437,17.09148577,16.24967085,15.24472657,15.63159649,NA,16.21463566,NA,16.00578561,13.57530733,15.77579103,NA,14.91691389,15.62128837,16.47488197,NA,19.98167575,15.31014215,14.83655486,15.29127485,14.35342121,NA,13.80456152,NA,13.60255381,NA,14.0915822,15.85834662,14.19936405,15.95589957,15.22641564,13.85790853,15.68803967,17.05333238,NA,15.28215609,14.72019486,15.38904818,15.42747298,14.97474673,15.52925624,NA,NA,15.42119983,NA,15.82624846,13.33816294,12.60757413,NA,12.31818694,13.7804728,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.76652508,NA,NA,NA,NA,NA,NA,14.794443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.64818907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTNNB1 ,15.01093157,15.92153172,16.63469521,NA,14.16511113,15.53814365,14.03639672,16.85979592,16.1463586,14.19871677,15.46695512,13.22704064,14.66250562,NA,NA,13.83043554,15.69054379,14.59207323,14.11471825,15.4028341,13.8493397,14.95528461,NA,14.45342051,13.17797688,15.64223816,13.6648708,13.40028573,15.43790251,14.28536205,13.67188681,NA,14.8404517,15.46613335,15.33132807,15.83055627,15.51184134,15.13376409,13.53280124,13.40984956,15.28165692,15.68943678,13.78664581,14.60561994,14.334847,13.13058892,14.60930911,NA,13.35237843,NA,14.79960231,NA,13.07029348,14.49387401,14.42497388,14.78573621,NA,15.63710358,14.54865652,16.42698022,NA,15.37807576,15.17452282,14.65464631,15.52831248,14.32123658,NA,13.86367987,13.49548397,13.68786628,15.75981667,16.00420218,NA,15.218368,15.83478557,15.67623002,NA,15.32685947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.98744938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.37854714,14.8341894,21.97410494,NA,NA,15.57100148,14.87848499,18.33837564,16.87026283,14.86335751,14.51326291,NA,15.28513291,14.54961703,14.69148011,NA,14.50394623,NA,NA,14.62126838,14.87096836,14.12903559,NA,16.88858896,16.62933093,16.85711491,16.33776884,17.5301814,NA,15.82072031,14.91379998,16.60420343,17.59936387,16.75892183,15.64101305,15.38563908,15.08523364,16.67293855,15.51732515,14.70316057,15.03584467,14.73262927,14.53321084,15.48572526,14.96467561,16.13652245,14.04912675,14.98858448,15.28464508,14.51382477,16.34698571,17.42701568,14.77118832,16.10178939,16.46441941,16.17968953,15.69619683,15.24151148,14.07198571,15.41324008,NA,NA,17.24049839,15.59009781,15.76946936,15.73362883,NA,15.52175885,15.03761364,15.4153757,15.89351961,14.50933635,13.60533267,14.49822291,15.54591605,14.21108569,17.51976132,14.48591356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCR4,17.19607878,NA,NA,NA,15.29614129,17.00112551,15.46529194,NA,NA,NA,16.07799769,NA,16.91777247,NA,NA,NA,NA,18.48555859,13.97140794,15.22043287,15.40066259,17.77736032,NA,NA,NA,19.91239864,17.38352594,17.32575087,NA,NA,NA,NA,15.41702629,NA,14.54123237,NA,NA,15.25762224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.71430363,15.81386602,NA,NA,14.8699307,NA,NA,NA,15.63370984,NA,NA,16.37596239,16.42401212,NA,16.95705469,17.19046034,16.62039707,NA,16.97977269,12.87776018,16.82020559,NA,NA,NA,NA,NA,NA,NA,NA,17.97043954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.53795951,NA,NA,NA,NA,NA,NA,9.743369532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.69613216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.36319686,NA,NA,NA,NA,NA,NA,16.68130867,16.78579039,NA,NA,16.73535535,NA,NA,NA,15.81414233,NA,14.67779536,16.80841218,17.60888996,15.21513013,18.25820045,NA,16.51221574,NA,15.31273763,16.83775177,16.94015286,NA,16.95237929,NA,NA,NA,16.4148078,NA,NA,NA,16.8513242,NA,17.6893108,12.78456618,NA,NA,16.53451877,NA,15.35257029,NA,NA,14.31894179,17.13232779,18.11548749,NA,NA,NA,17.91006997,17.3796341,17.50254162,17.49721892,16.55574339,NA,NA,NA,16.26075799,15.99202937,18.06663446,15.33209717,16.1144394,14.73188619,14.75595501,NA,NA,20.34710216,NA,NA,14.54796902,16.78843574,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
