Gene_1,Gene_2,MI
CD36,CDK4,0.225121884322642
CD105/ENG,SPI1,0.225072011809486
GATA2,SRD5A3,0.225010205630838
CD9,MCL1,0.224990672364935
P27KIP1/CDKN1B,TAL1,0.224959680008768
GABPA,GATA1,0.224947971392155
CD105/ENG,CD34,0.224922726411141
CD9,CNRIP1,0.224828360529263
CD71/TFRC,RGS18,0.22468138334743
MYB,RGS18,0.224620862541692
GFI1B,TMEM180/MFSD13A,0.224427630444685
CD34,MEIS1,0.22430002414897
CD44,SELP,0.224230893277331
CTNNB1,SPI1,0.224169276405589
CD38,TGFB1,0.224121651032549
GATA1,SDPR,0.224044179852018
FHL1,MYB,0.223307639953635
ANK1,GATA2,0.223267714422784
CD105/ENG,CD36,0.223115432878885
MCL1,RGS18,0.223023277156942
CD42/GP1BA,FOG1/ZFPM1,0.222747368001423
GATA1,VWF,0.222724829154907
JAK2,TMOD1,0.222713290834299
CD38,GATA1,0.222678326160151
CD34,GATA1,0.222581382733104
KLF1,MCL1,0.222075356808935
CXCR4,MCL1,0.221808142726444
MEIS1,P27KIP1/CDKN1B,0.221806905272322
GFI1B,SDPR,0.221676890271995
CD61/ITGB3,CNRIP1,0.22163300294037
DDB1,FOG1/ZFPM1,0.221460911405292
CD61/ITGB3,SDPR,0.221332172268902
CD36,MCL1,0.221116346183554
GABPA,SPI1,0.220804500950727
CD44,GFI1B,0.220762806955367
CDK6,SDPR,0.220736762073117
CD110/MPL,SDPR,0.220086571175907
JAK2,TMEM180/MFSD13A,0.22001984941473
CD42/GP1BA,SELP,0.219564190686748
CD42/GP1BA,RGS18,0.219562032315472
GATA2,SDPR,0.219497393622866
EIF4EBP1,VWF,0.219309577757052
MYB,TMEM180/MFSD13A,0.219233307740207
KLF1,SRD5A3,0.219171296901439
EIF4EBP1,SELP,0.219000267278548
GATA1,SELP,0.218907138365651
HIF1A,SDPR,0.218161465818672
CD44,HPRT1,0.218062013033891
DDB1,P27KIP1/CDKN1B,0.217741613477516
TGFB1,TMOD1,0.217521082491027
DDB1,VWF,0.21746670539065
CD44,P27KIP1/CDKN1B,0.217205073458807
P27KIP1/CDKN1B,RGS18,0.216880280192088
CD44,CLU,0.216859037769137
FOG1/ZFPM1,GATA2,0.216796195070382
CD61/ITGB3,GATA2,0.21662926799868
CD105/ENG,TMOD1,0.216573456968841
HPRT1,LOX,0.216471808141484
FOG1/ZFPM1,HPRT1,0.216106080310743
BIM/BCL2,EIF4EBP1,0.21601634694611
JAK2,KLF1,0.215988742418467
FOG1/ZFPM1,GFI1B,0.21596014021862
CD9,GFI1B,0.215659762090413
CD61/ITGB3,CD9,0.215358592280622
CD105/ENG,CD110/MPL,0.215358044475171
MCL1,TMOD1,0.215350737767338
CD61/ITGB3,CTNNB1,0.215265540384545
CLU,PIM1,0.215198995021111
CD36,CD38,0.214885959011679
CD36,EIF4EBP1,0.214867607640876
CD44,SRD5A3,0.214656552438238
MCL1,TUBB2A,0.214626372906975
CD34,CD9,0.214427986794191
CD9,GATA1,0.214317929572265
ETS1,GFI1B,0.214093520885468
CLU,ETS1,0.214059833199824
DDB1,SDPR,0.213728235133838
EIF4EBP1,FHL1,0.213709604736834
SRD5A3,TMEM180/MFSD13A,0.21332704157079
CD61/ITGB3,EIF4EBP1,0.213281294197348
GFI1B,P27KIP1/CDKN1B,0.213260070059969
CD117/KIT,DHRS3,0.21310846480222
CD105/ENG,CLU,0.212927547784626
HPRT1,SPI1,0.212815519876239
CDK6,FOG1/ZFPM1,0.212459011474682
FOG1/ZFPM1,GABPA,0.212417302334505
CTNNB1,TMOD1,0.212237722364251
CTNNB1,VWF,0.21213486462434
CD117/KIT,CD36,0.212101480986804
CD42/GP1BA,P27KIP1/CDKN1B,0.211945761573099
CD105/ENG,DHRS3,0.211941721673933
CD44,JAK2,0.211752810542778
FHL1,TGFB1,0.211524583119205
CD110/MPL,GABPA,0.210782384293445
CD38,GATA2,0.21072941808042
CXCR4,EIF4EBP1,0.210270313681786
GFI1B,SPI1,0.209730527899159
CDK4,SPI1,0.209715871398657
CD36,CTNNB1,0.209632688065877
BIM/BCL2,LSD1/KDM1A,0.209595052101085
CDK6,VWF,0.209558735853465
HPRT1,MEIS1,0.209407082194959
CDK4,KLF1,0.209338607188242
EIF4EBP1,TMOD1,0.209260487006002
CD36,CDK6,0.209168670338008
CD9,EIF4EBP1,0.209014023004597
FOG1/ZFPM1,JAK2,0.208907414614328
GABPA,MEIS1,0.20850908275825
CD9,TAL1,0.208352261992679
GATA2,SPI1,0.20829679063055
CDK4,DHRS3,0.208048307475072
ETS1,P27KIP1/CDKN1B,0.20778605210743
ANK1,GABPA,0.207681459314598
MEIS1,MYB,0.207557305568704
CD117/KIT,CD9,0.207547211454819
CD41/ITGA2B,RGS18,0.207490150033117
CD44,CD9,0.207374904233292
CD34,VWF,0.207106798400644
FOG1/ZFPM1,MYB,0.206991183646308
CD110/MPL,SPI1,0.206947886463644
CD9,CLU,0.206723083310582
CD105/ENG,P27KIP1/CDKN1B,0.206560170522073
ANK1,VWF,0.206439331843757
CD61/ITGB3,LSD1/KDM1A,0.206403821021565
CD41/ITGA2B,FHL1,0.206139888294341
CD105/ENG,CD44,0.206093546781546
DHRS3,JAK2,0.206016423181761
MEIS1,SRD5A3,0.205969905524157
DHRS3,MYB,0.205927339779254
GATA1,SPI1,0.205884448026327
DDB1,SPI1,0.205844211309462
LSD1/KDM1A,RGS18,0.205793108206019
CNRIP1,CTNNB1,0.205291973231178
CLU,CXCR4,0.205240500430749
DHRS3,EIF4EBP1,0.204636794294937
ETS1,SDPR,0.204491731823109
CD41/ITGA2B,P27KIP1/CDKN1B,0.204251292476357
CD42/GP1BA,TMOD1,0.203756107073337
HPRT1,SDPR,0.203752560526518
CD110/MPL,RGS18,0.203740602065943
CD117/KIT,SDPR,0.203709996161091
MYB,VWF,0.203330328791364
CLU,JAK2,0.20332664600288
JAK2,VWF,0.203133519654
CD42/GP1BA,TUBB2A,0.20312912294465
CD105/ENG,ETS1,0.202983541838634
CD34,SDPR,0.20287282884965
CDK4,FOG1/ZFPM1,0.202744118392008
MYB,SPI1,0.202577358876951
CD36,FOG1/ZFPM1,0.202416312120404
CDK4,TMOD1,0.202340083525137
KLF1,RUNX1,0.202130058698694
CD110/MPL,TMOD1,0.202038360076042
RGS18,TAL1,0.201977346873974
GABPA,SELP,0.201621534694169
DDB1,SELP,0.201590042932964
CD34,P27KIP1/CDKN1B,0.201586054492592
CNRIP1,ETS1,0.201553824777151
SPI1,SRD5A3,0.201489219018225
CD44,LOX,0.201062281725001
HPRT1,TMOD1,0.200995012454332
RGS18,VWF,0.200852174337145
CD110/MPL,CDK4,0.200812450613357
GABPA,TMEM180/MFSD13A,0.200668630197637
DDB1,DHRS3,0.200522486851
CD34,CDK4,0.200511072364652
CDK6,RGS18,0.200463945025574
FOG1/ZFPM1,SDPR,0.20038402907304
PIM1,TGFB1,0.200375685637778
FHL1,TAL1,0.199910589429749
CTNNB1,KLF1,0.199595325384777
CD117/KIT,CD61/ITGB3,0.199272255415129
RGS18,TGFB1,0.199118471120788
CDK4,GABPA,0.199053617882316
DHRS3,HPRT1,0.198938928326338
CD44,SDPR,0.198670419754262
HPRT1,VWF,0.198580677336746
CLU,GFI1B,0.19852868918962
DHRS3,TMEM180/MFSD13A,0.198408050414906
CD61/ITGB3,DDB1,0.198086297635423
JAK2,LOX,0.198024787154514
JAK2,SDPR,0.197953226154666
GATA2,RGS18,0.197882403571492
ETS1,HPRT1,0.19759975064824
ANK1,BIM/BCL2,0.197453436754432
CD44,GABPA,0.197369710966009
CNRIP1,VWF,0.197214922356672
CD34,RGS18,0.197152222710591
CD61/ITGB3,MYB,0.197055649115599
CD105/ENG,LOX,0.196665361774724
ETS1,TMEM180/MFSD13A,0.196638118316031
CD44,KLF1,0.196527518365402
FOG1/ZFPM1,KLF1,0.196271317805384
CDK4,MEIS1,0.196057935378074
GATA2,VWF,0.195591830413202
CD34,CNRIP1,0.195528980669034
CXCR4,GABPA,0.19538176549642
CD117/KIT,RGS18,0.195303868086919
CD38,KLF1,0.194856113769066
CXCR4,TAL1,0.19484325146948
MCL1,PIM1,0.194744952633671
P27KIP1/CDKN1B,SRD5A3,0.194615147595412
SRD5A3,TMOD1,0.194357368523732
CCDC124,CDK6,0.194128753178453
CDK4,VWF,0.194097469886628
CXCR4,LSD1/KDM1A,0.194047935549964
CD9,CTNNB1,0.193922384894634
SRD5A3,VWF,0.193695031924244
CD105/ENG,FOG1/ZFPM1,0.193614009715169
GATA2,LOX,0.193594818433209
GATA1,MEIS1,0.193227591403115
GABPA,RGS18,0.193171702577465
CD9,DDB1,0.192897232097561
CD71/TFRC,TUBB2A,0.192892811806503
HIF1A,SELP,0.192794488662902
CTNNB1,CXCR4,0.192631138082423
CD71/TFRC,P27KIP1/CDKN1B,0.192598726039383
CD105/ENG,SDPR,0.192484077873341
GATA1,TMOD1,0.192465331441428
CTNNB1,TUBB2A,0.192334249703783
BIM/BCL2,CD105/ENG,0.192219235447146
CD42/GP1BA,DHRS3,0.192029547487145
RGS18,RUNX1,0.192022558307421
CD71/TFRC,FHL1,0.191654740134951
KLF1,TGFB1,0.191615463826526
CD44,DHRS3,0.191569021859266
CD44,VWF,0.191313470858086
CTNNB1,RGS18,0.191125419191959
CLU,SRD5A3,0.190920891122273
CD110/MPL,ETS1,0.190708740930313
BIM/BCL2,CD41/ITGA2B,0.190255133835893
BIM/BCL2,CD117/KIT,0.19022817674316
GFI1B,RGS18,0.190213063694467
CD36,GABPA,0.19010876938199
MEIS1,RGS18,0.190007576013131
CD117/KIT,VWF,0.189683802564968
ETS1,GATA2,0.189654288646817
CLU,SELP,0.189651818222861
MYB,TUBB2A,0.189432799993352
CD36,CD44,0.189328491808746
SDPR,SRD5A3,0.189295717987981
CD110/MPL,CD44,0.189185887905655
GATA2,P27KIP1/CDKN1B,0.189138642238024
CTNNB1,FHL1,0.188637325561565
ANK1,SDPR,0.188423670714698
JAK2,SELP,0.188303643437474
GABPA,LOX,0.188299679513707
LOX,SRD5A3,0.188154473908708
CXCR4,RUNX1,0.187953669704938
DDB1,RGS18,0.187822197431287
CD105/ENG,CD38,0.187777101848563
CD41/ITGA2B,PIM1,0.187764372079698
CD9,ETS1,0.187679191754909
BIM/BCL2,CNRIP1,0.18761628579775
CD9,HIF1A,0.187378371296986
BIM/BCL2,CDK6,0.187281307261014
FHL1,RUNX1,0.187126491164705
CD36,TUBB2A,0.187121352858383
CLU,FOG1/ZFPM1,0.186995980071067
CD44,RGS18,0.186902293719969
CD36,SDPR,0.186755675309758
MEIS1,SDPR,0.186641025849993
CDK4,P27KIP1/CDKN1B,0.186610478999628
CLU,FOXO3,0.186509593550768
FOG1/ZFPM1,SRD5A3,0.186382066728418
GABPA,TUBB2A,0.186331175138953
LOX,SELP,0.186215609455922
CD42/GP1BA,PIM1,0.186126909173838
CD42/GP1BA,CD47,0.185951153189315
CD110/MPL,SELP,0.185934747154494
CD36,HIF1A,0.185824442505369
BIM/BCL2,GATA1,0.185700726982121
ETS1,GATA1,0.184899760666185
CD34,CD36,0.184194245381132
SDPR,VWF,0.183802926522212
BIM/BCL2,MCL1,0.183588010740609
CNRIP1,HIF1A,0.183537502561429
CCDC124,RUNX1,0.183479479919328
CD38,CDK4,0.183470547831841
CD9,CDK6,0.183444043802079
CD38,SRD5A3,0.183279403245557
CCDC124,MCL1,0.183143308863112
CD38,CD42/GP1BA,0.183108782275086
ETS1,RGS18,0.183023351529668
CD36,SRD5A3,0.183013112590793
HIF1A,LOX,0.182991833188542
CCDC124,CD71/TFRC,0.18264061860897
CD71/TFRC,PIM1,0.182510744908522
CDK6,DHRS3,0.182410251592809
CCDC124,CD41/ITGA2B,0.182381789535405
ANK1,CD34,0.1822966569895
MEIS1,SPI1,0.182213728830363
CCDC124,TAL1,0.182202634718754
CD47,TGFB1,0.182002722696214
DDB1,PIM1,0.181933820774879
FOXO3,TAL1,0.181824386457524
CNRIP1,SDPR,0.181750146962643
GATA2,TMEM180/MFSD13A,0.181628499030826
CNRIP1,RGS18,0.181584657923947
ANK1,MEIS1,0.181409065596121
FOXO3,P27KIP1/CDKN1B,0.18127969643833
CDK4,CLU,0.181250994622006
CD44,CDK4,0.181078928103697
CD9,GATA2,0.181043322257261
LSD1/KDM1A,PIM1,0.180978575916947
CD105/ENG,SELP,0.180970178751304
CD44,MEIS1,0.180887477177711
CD61/ITGB3,HIF1A,0.180821796790126
HIF1A,TMEM180/MFSD13A,0.180685077906525
MEIS1,SELP,0.180655846027365
CXCR4,SDPR,0.180605118400438
SELP,SRD5A3,0.180208342412528
ANK1,CD9,0.180028823280723
JAK2,SPI1,0.179661875015994
CD61/ITGB3,HPRT1,0.179616761786528
P27KIP1/CDKN1B,TMEM180/MFSD13A,0.179554089750234
DHRS3,GFI1B,0.179546217508041
FOG1/ZFPM1,HIF1A,0.179351138435698
CD110/MPL,TMEM180/MFSD13A,0.17899468886466
CXCR4,TGFB1,0.178979372783209
CXCR4,MYB,0.178690831043707
CNRIP1,SELP,0.178621306500316
CCDC124,LSD1/KDM1A,0.178590165730129
CD44,FHL1,0.178522064913947
FOG1/ZFPM1,P27KIP1/CDKN1B,0.17847858243282
CLU,SPI1,0.178473127748534
GATA2,PIM1,0.178408303824802
BIM/BCL2,CDK4,0.178207597583185
CD34,FHL1,0.178161061736347
TAL1,TUBB2A,0.178148993691907
CDK6,FHL1,0.177897595793807
CD42/GP1BA,CXCR4,0.177887060601212
CD42/GP1BA,KLF1,0.177676603724672
CD61/ITGB3,CDK4,0.177478241944244
EIF4EBP1,RGS18,0.177308626915175
CD38,DHRS3,0.177286650430365
CD38,TMEM180/MFSD13A,0.177085266415736
PIM1,RUNX1,0.176966519472443
ANK1,HIF1A,0.176545435853124
FHL1,VWF,0.17625372074101
ANK1,LOX,0.175906365262127
CD47,CTNNB1,0.175779421800546
MYB,SELP,0.175729156116821
CD38,JAK2,0.175569759110048
LOX,SPI1,0.175233635819773
ETS1,FHL1,0.175226783096562
CD36,GFI1B,0.175098937252252
FOG1/ZFPM1,MEIS1,0.174985078499287
CLU,RGS18,0.174711841143449
BIM/BCL2,KLF1,0.174626742121706
CD9,MYB,0.174600019378415
HPRT1,P27KIP1/CDKN1B,0.174489870071936
GATA2,TMOD1,0.17429438492622
EIF4EBP1,TUBB2A,0.174246201968938
ANK1,SPI1,0.174167036419365
HIF1A,P27KIP1/CDKN1B,0.173590484916222
CD9,SDPR,0.17355283348
CD117/KIT,FHL1,0.173046494725041
CD117/KIT,FOG1/ZFPM1,0.17296743672772
BIM/BCL2,TGFB1,0.172793582526129
CD9,HPRT1,0.172756202817
GATA1,RGS18,0.172755037879334
BIM/BCL2,HPRT1,0.172349744083873
CD117/KIT,P27KIP1/CDKN1B,0.172319386505551
KLF1,TMEM180/MFSD13A,0.172164795067955
HPRT1,SELP,0.17209088018188
GATA2,KLF1,0.17201395720372
HPRT1,RGS18,0.171927561916956
CD105/ENG,PIM1,0.171855645407956
GATA1,LOX,0.171673576453601
CD9,GABPA,0.171638041762961
BIM/BCL2,TMEM180/MFSD13A,0.171550707300194
CNRIP1,MEIS1,0.171506143067442
CD38,FOG1/ZFPM1,0.171505954554638
CD38,CLU,0.171349308618838
CXCR4,DDB1,0.171332859379306
FHL1,SRD5A3,0.171140396595007
CD47,MYB,0.171004924217754
CD105/ENG,VWF,0.170941359549389
FHL1,GFI1B,0.170929444220293
CD61/ITGB3,JAK2,0.170927534639156
FHL1,GABPA,0.170886607149305
CD38,HIF1A,0.170781775372636
HIF1A,RGS18,0.170760280984842
CD105/ENG,CD9,0.170299369007782
CD105/ENG,TUBB2A,0.170036586851616
FOG1/ZFPM1,TMEM180/MFSD13A,0.169929002264752
CD34,CD61/ITGB3,0.1696829353134
CD41/ITGA2B,TUBB2A,0.169331858307409
GFI1B,SELP,0.16929625404387
CD9,JAK2,0.168982887049872
CCDC124,EIF4EBP1,0.168946107694744
CDK4,ETS1,0.168787285333852
CD61/ITGB3,CDK6,0.16878147500004
CD9,SPI1,0.168745269429007
JAK2,P27KIP1/CDKN1B,0.168631399893978
SPI1,TMEM180/MFSD13A,0.168544147778837
CD34,TMEM180/MFSD13A,0.168222897052121
BIM/BCL2,MYB,0.168053631586628
CD34,DHRS3,0.167763587868853
EIF4EBP1,PIM1,0.167708620890712
CTNNB1,PIM1,0.167695093530271
CD110/MPL,CD36,0.167639139997157
CD61/ITGB3,FOG1/ZFPM1,0.167617451528258
CTNNB1,DHRS3,0.167597264359187
CD71/TFRC,CXCR4,0.167462872063747
CDK4,SDPR,0.167326158590615
CD110/MPL,P27KIP1/CDKN1B,0.16681429787075
CD61/ITGB3,SPI1,0.166648615643928
DHRS3,SRD5A3,0.16660975626028
CD105/ENG,RGS18,0.166583773301001
DHRS3,GATA2,0.166525662262904
CD61/ITGB3,RGS18,0.166504877367652
HIF1A,TMOD1,0.166371192155828
MEIS1,TMEM180/MFSD13A,0.166081691345217
CD34,CD38,0.165913920799301
CD36,SELP,0.165905378571459
CD9,SELP,0.165847527179765
CD47,CD71/TFRC,0.165690532866457
CD110/MPL,FOG1/ZFPM1,0.165683993740619
SPI1,VWF,0.165651111237651
CD9,CDK4,0.165626925259674
CLU,CNRIP1,0.16555055037738
CD9,LOX,0.165541953841856
ANK1,RGS18,0.165396847192051
CD47,MCL1,0.16538348852115
CNRIP1,TUBB2A,0.16537459368947
HPRT1,PIM1,0.165126366326448
ANK1,SELP,0.164966320524654
SDPR,TMOD1,0.164894860920981
BIM/BCL2,TAL1,0.164855008191922
JAK2,RGS18,0.164661079176239
CCDC124,CD105/ENG,0.164619809451027
CD36,GATA2,0.1645766171543
CLU,GATA1,0.164431975864012
CCDC124,HPRT1,0.163974411192304
CD38,SDPR,0.163881146926765
BIM/BCL2,JAK2,0.163743328001742
FOXO3,RGS18,0.162826384427574
GATA1,PIM1,0.16272065817339
CXCR4,ETS1,0.162337723532269
FHL1,LSD1/KDM1A,0.16231998019882
ETS1,VWF,0.162279811111036
CD47,CDK6,0.161933125156662
BIM/BCL2,CD42/GP1BA,0.161833250695853
LOX,P27KIP1/CDKN1B,0.16182692612631
CCDC124,GFI1B,0.161746781414471
CCDC124,TGFB1,0.161672267909324
CD44,TMEM180/MFSD13A,0.161019018176182
CD105/ENG,CXCR4,0.160533501144661
CD36,CD61/ITGB3,0.160467105560775
FOXO3,RUNX1,0.160458695982789
SDPR,TMEM180/MFSD13A,0.160404954438396
CD42/GP1BA,FHL1,0.160113233876174
DDB1,FHL1,0.160054479046525
CD41/ITGA2B,CXCR4,0.159764095731848
CD61/ITGB3,PIM1,0.159679378794438
CDK6,CXCR4,0.159554555724348
FOXO3,SRD5A3,0.159023471673214
CDK4,LOX,0.158805916172269
CDK4,PIM1,0.158532832502673
CD34,FOG1/ZFPM1,0.158462460094791
CTNNB1,FOXO3,0.15837721885557
BIM/BCL2,SRD5A3,0.158301164053325
CD44,TMOD1,0.158242259147584
CD47,TAL1,0.158211544234061
ANK1,TUBB2A,0.158182381305759
ETS1,FOXO3,0.157757141111012
CD117/KIT,CD47,0.157734659483416
CCDC124,DDB1,0.157682960391583
GABPA,VWF,0.157664092004708
CXCR4,TMEM180/MFSD13A,0.157441005746794
ANK1,ETS1,0.1574366320796
CXCR4,RGS18,0.157159043224104
ANK1,CLU,0.157110740894561
CDK4,RGS18,0.157010271145955
RGS18,TMEM180/MFSD13A,0.156704755812866
CD36,CLU,0.156702830281124
LOX,TMEM180/MFSD13A,0.156564196155486
CD44,PIM1,0.156163057341009
CD36,TMEM180/MFSD13A,0.15612966153209
DHRS3,GABPA,0.156100698714845
CCDC124,SRD5A3,0.155989557686943
PIM1,SDPR,0.155818683511888
CD47,EIF4EBP1,0.15576318785933
CCDC124,GATA1,0.15557920515094
PIM1,VWF,0.155436516150083
LOX,SDPR,0.155383192588617
CXCR4,SRD5A3,0.155114996780706
SELP,TMEM180/MFSD13A,0.15497261583888
ETS1,LOX,0.154886605160778
CD34,TMOD1,0.154806877527166
BIM/BCL2,RUNX1,0.154785936779193
CLU,TUBB2A,0.154768787531766
CNRIP1,SPI1,0.154589107513514
FOXO3,MCL1,0.154584759995246
CDK6,PIM1,0.154564949109506
RGS18,SRD5A3,0.154411763663538
CNRIP1,LOX,0.154316065637561
FHL1,GATA2,0.154254588804677
GABPA,TMOD1,0.154163567783768
CCDC124,CDK4,0.154031434853474
CD61/ITGB3,DHRS3,0.153921615614896
CCDC124,FOG1/ZFPM1,0.153827951756947
CD61/ITGB3,GABPA,0.15360976819157
CD36,MEIS1,0.153531229279125
CD110/MPL,PIM1,0.153493931535828
CD71/TFRC,FOXO3,0.153370428370622
GABPA,PIM1,0.153363433765678
CD47,LSD1/KDM1A,0.153331162072344
CDK4,SELP,0.153261989667864
MYB,PIM1,0.153086696098155
CD9,DHRS3,0.152985225276513
CD105/ENG,CD61/ITGB3,0.152754449625288
P27KIP1/CDKN1B,SPI1,0.15268694352793
CD117/KIT,TUBB2A,0.152422964174299
BIM/BCL2,DDB1,0.15232849469793
GFI1B,KLF1,0.152112647338898
CD110/MPL,KLF1,0.151920133764628
P27KIP1/CDKN1B,VWF,0.151830926077978
BIM/BCL2,DHRS3,0.151764094004197
GFI1B,TUBB2A,0.15172214769425
CD61/ITGB3,P27KIP1/CDKN1B,0.151658504092275
GABPA,KLF1,0.151620680337851
CDK4,FHL1,0.151619324435494
TMEM180/MFSD13A,VWF,0.151453705620272
FHL1,HPRT1,0.151334865416078
CD34,PIM1,0.151100632303424
CNRIP1,P27KIP1/CDKN1B,0.150929677940307
BIM/BCL2,GABPA,0.150872278705203
CD42/GP1BA,FOXO3,0.150737125281337
CDK4,CXCR4,0.150700731302257
HIF1A,PIM1,0.15047885669087
CD36,LOX,0.150288389881785
CD47,GABPA,0.150282649345069
CD9,KLF1,0.150199911305169
CD105/ENG,FOXO3,0.150084164027795
P27KIP1/CDKN1B,TMOD1,0.149827476788458
FHL1,SDPR,0.149682140983005
CXCR4,P27KIP1/CDKN1B,0.14955376515081
DHRS3,SELP,0.149460989813499
GFI1B,TMOD1,0.148900374649496
CXCR4,HIF1A,0.148715160977221
CD38,GFI1B,0.148679299906926
CD110/MPL,CXCR4,0.148529456179267
FOXO3,GABPA,0.148522266466786
LOX,TUBB2A,0.148371716518475
TGFB1,TUBB2A,0.148325367778082
CD47,HPRT1,0.148133890838047
CDK4,TUBB2A,0.148107335606976
FOG1/ZFPM1,TMOD1,0.148017952348154
SDPR,SPI1,0.148008275148003
DHRS3,SDPR,0.147670279297718
CD44,FOG1/ZFPM1,0.147405177582429
CD61/ITGB3,TMEM180/MFSD13A,0.14739003649093
FHL1,GATA1,0.14730323551819
FHL1,FOG1/ZFPM1,0.147212482728112
TMEM180/MFSD13A,TMOD1,0.147107472697594
CD36,SPI1,0.147001556867419
CD61/ITGB3,SRD5A3,0.146837858982958
DHRS3,LOX,0.146452685005915
FHL1,RGS18,0.1462237374092
LOX,RGS18,0.146192221473781
SELP,SPI1,0.146126216699678
PIM1,SRD5A3,0.145782792345808
DDB1,TUBB2A,0.145482515599904
CD36,FHL1,0.145391937053555
SELP,VWF,0.145357880970392
JAK2,TUBB2A,0.145325301232999
RGS18,SPI1,0.145307876907295
CD34,KLF1,0.145290212976529
CCDC124,CD117/KIT,0.145141514296747
CD117/KIT,CXCR4,0.14486402292737
CCDC124,JAK2,0.14484846215394
CXCR4,GFI1B,0.144795476259916
FHL1,LOX,0.14474288736267
EIF4EBP1,FOXO3,0.144548593497212
RUNX1,TUBB2A,0.144478644542277
FOXO3,JAK2,0.144428259725544
CCDC124,CD42/GP1BA,0.144322282889969
FOXO3,VWF,0.144228855200468
FOXO3,SDPR,0.144202730522985
CCDC124,CTNNB1,0.144196059214683
CNRIP1,FHL1,0.144161214644038
CXCR4,SPI1,0.144056784255823
CD36,RGS18,0.144005696615981
FHL1,JAK2,0.143933591528903
CD34,CXCR4,0.143868490417884
CXCR4,JAK2,0.143832326233555
CD9,FHL1,0.143655905869452
CD9,CXCR4,0.143572162683669
ETS1,TMOD1,0.143399070473458
SPI1,TUBB2A,0.143375182309953
SDPR,SELP,0.143232279134183
CD47,RUNX1,0.143212944714791
DHRS3,HIF1A,0.143128965738244
CD47,DDB1,0.142954780882862
GATA1,P27KIP1/CDKN1B,0.142673611453414
CD105/ENG,CD47,0.142543380481031
ETS1,FOG1/ZFPM1,0.142151384967311
CD36,VWF,0.141923121536902
ANK1,PIM1,0.141865349880652
FHL1,HIF1A,0.141848726151573
FOG1/ZFPM1,RGS18,0.141716052441247
CXCR4,VWF,0.141571241493951
CD38,TMOD1,0.141100248608766
CD38,CD9,0.141023560856838
LOX,TMOD1,0.140423479339718
CD41/ITGA2B,CD47,0.140170070035603
ETS1,TUBB2A,0.140070343094207
CD36,ETS1,0.139965713660936
RGS18,TMOD1,0.139771387358655
CXCR4,MEIS1,0.139683051942099
CD9,TMEM180/MFSD13A,0.139594477626328
FOXO3,GFI1B,0.139584479388828
CDK6,TUBB2A,0.139558100485278
CCDC124,HIF1A,0.139413997220576
DHRS3,PIM1,0.139346580331993
DHRS3,TUBB2A,0.139256422674191
TUBB2A,VWF,0.139120460699471
CXCR4,GATA2,0.139079788485879
ANK1,FHL1,0.139061340191609
CDK4,FOXO3,0.138853237931874
CD61/ITGB3,SELP,0.13881641944143
FOG1/ZFPM1,PIM1,0.138802145806021
SRD5A3,TUBB2A,0.138668205210585
ANK1,CCDC124,0.138570174996714
DHRS3,ETS1,0.138306441649069
FHL1,SPI1,0.138178722738628
CD110/MPL,FHL1,0.138092675359294
CD9,SRD5A3,0.137937812774819
HPRT1,TUBB2A,0.137802278393349
FOXO3,TGFB1,0.137795062754633
MEIS1,PIM1,0.137488771193277
HIF1A,TUBB2A,0.137370443468094
CD47,TMOD1,0.137237498099585
CD38,CD44,0.137207910983774
FOXO3,MYB,0.136960284353974
TMOD1,TUBB2A,0.136356233978563
CD41/ITGA2B,FOXO3,0.136338600124109
CD34,TUBB2A,0.1357988316224
CXCR4,HPRT1,0.135760993498958
CLU,TMOD1,0.135654634879981
CD61/ITGB3,FHL1,0.135470704467263
PIM1,SPI1,0.134731562406692
LSD1/KDM1A,TUBB2A,0.134731037139463
CCDC124,CD110/MPL,0.134694686109603
CD9,P27KIP1/CDKN1B,0.134648373339697
FOG1/ZFPM1,VWF,0.134611429604574
CD36,CD9,0.134608105946303
CD38,MEIS1,0.134564336032945
CD110/MPL,TUBB2A,0.134207320482181
CD47,MEIS1,0.134123569267939
CD61/ITGB3,ETS1,0.133668246332953
CD47,SRD5A3,0.133539111935415
RGS18,SELP,0.1332431671686
CNRIP1,PIM1,0.133108322446067
FOG1/ZFPM1,TUBB2A,0.132873737024772
CDK6,FOXO3,0.132715954746804
DDB1,FOXO3,0.132684823561717
BIM/BCL2,CD110/MPL,0.132607784712532
CLU,DHRS3,0.132579076330538
FHL1,FOXO3,0.132519474152628
CD105/ENG,FHL1,0.132329574779686
CD110/MPL,DHRS3,0.132207466810188
CD47,JAK2,0.132175819172962
CD117/KIT,FOXO3,0.132040685946654
CD36,PIM1,0.131122561662721
SDPR,TUBB2A,0.131077453831785
MEIS1,TMOD1,0.130930938316652
CCDC124,MYB,0.130691039868313
CD47,HIF1A,0.130564872556355
BIM/BCL2,FOG1/ZFPM1,0.129927242809786
CCDC124,GATA2,0.129720418252771
CD47,CNRIP1,0.129624994052575
CXCR4,FHL1,0.12955480715433
FOXO3,SPI1,0.129522532127337
CD47,LOX,0.129461781598461
FOG1/ZFPM1,SPI1,0.129277844431022
KLF1,LOX,0.129151476229076
DHRS3,SPI1,0.129140745780477
CD38,P27KIP1/CDKN1B,0.12857593771082
